payment_id,subscription_id,payment_date,amount,payment_status,refund_flag,payment_month
516647,102076,2024-10-01,29.0,Paid,False,2024-10
516648,102076,2024-11-01,29.0,Paid,False,2024-11
516649,102076,2024-12-01,29.0,Paid,False,2024-12
516650,102076,2025-01-01,29.0,Paid,False,2025-01
516651,102076,2025-02-01,29.0,Paid,False,2025-02
516652,102076,2025-03-01,29.0,Paid,False,2025-03
516653,102076,2025-04-01,29.0,Paid,False,2025-04
516654,102076,2025-05-01,29.0,Paid,False,2025-05
516655,102076,2025-06-01,29.0,Paid,False,2025-06
516656,102076,2025-07-01,29.0,Paid,False,2025-07
516657,102076,2025-08-01,29.0,Paid,False,2025-08
516658,102076,2025-09-01,29.0,Paid,False,2025-09
516659,102076,2025-10-01,29.0,Paid,False,2025-10
516660,102076,2025-11-01,29.0,Paid,False,2025-11
516661,102076,2025-12-01,29.0,Paid,False,2025-12
516662,102077,2024-11-06,75.05,Paid,False,2024-11
516663,102077,2025-11-06,75.05,Paid,False,2025-11
516664,102078,2025-12-01,29.0,Paid,False,2025-12
516665,102079,2024-09-07,79.0,Paid,False,2024-09
516666,102079,2025-09-07,79.0,Paid,False,2025-09
516667,102080,2024-01-01,26.1,Paid,False,2024-01
516668,102080,2024-02-01,26.1,Paid,False,2024-02
516669,102080,2024-03-01,26.1,Paid,False,2024-03
516670,102080,2024-04-01,26.1,Paid,False,2024-04
516671,102080,2024-05-01,26.1,Paid,False,2024-05
516672,102080,2024-06-01,26.1,Paid,False,2024-06
516673,102080,2024-07-01,26.1,Paid,False,2024-07
516674,102080,2024-08-01,26.1,Paid,False,2024-08
516675,102080,2024-09-01,26.1,Paid,False,2024-09
516676,102080,2024-10-01,26.1,Paid,False,2024-10
516677,102080,2024-11-01,26.1,Paid,False,2024-11
516678,102080,2024-12-01,26.1,Paid,False,2024-12
516679,102080,2025-01-01,26.1,Refunded,True,2025-01
516680,102080,2025-02-01,26.1,Paid,False,2025-02
516681,102080,2025-03-01,26.1,Paid,False,2025-03
516682,102080,2025-04-01,26.1,Paid,False,2025-04
516683,102080,2025-05-01,26.1,Paid,False,2025-05
516684,102080,2025-06-01,26.1,Paid,False,2025-06
516685,102080,2025-07-01,26.1,Paid,False,2025-07
516686,102080,2025-08-01,26.1,Paid,False,2025-08
516687,102080,2025-09-01,26.1,Paid,False,2025-09
516688,102080,2025-10-01,26.1,Paid,False,2025-10
516689,102080,2025-11-01,26.1,Paid,False,2025-11
516690,102080,2025-12-01,26.1,Paid,False,2025-12
516691,102081,2024-01-01,199.0,Paid,False,2024-01
516692,102081,2025-01-01,199.0,Paid,False,2025-01
516693,102082,2024-02-10,29.0,Paid,False,2024-02
516694,102082,2024-03-10,29.0,Paid,False,2024-03
516695,102082,2024-04-10,29.0,Paid,False,2024-04
516696,102082,2024-05-10,29.0,Paid,False,2024-05
516697,102082,2024-06-10,29.0,Paid,False,2024-06
516698,102082,2024-07-10,29.0,Paid,False,2024-07
516699,102082,2024-08-10,29.0,Paid,False,2024-08
516700,102082,2024-09-10,29.0,Paid,False,2024-09
516701,102082,2024-10-10,29.0,Paid,False,2024-10
516702,102082,2024-11-10,29.0,Paid,False,2024-11
516703,102082,2024-12-10,29.0,Paid,False,2024-12
516704,102082,2025-01-10,29.0,Paid,False,2025-01
516705,102082,2025-02-10,29.0,Paid,False,2025-02
516706,102082,2025-03-10,29.0,Paid,False,2025-03
516707,102082,2025-04-10,29.0,Paid,False,2025-04
516708,102082,2025-05-10,29.0,Paid,False,2025-05
516709,102082,2025-06-10,29.0,Paid,False,2025-06
516710,102082,2025-07-10,29.0,Paid,False,2025-07
516711,102082,2025-08-10,29.0,Paid,False,2025-08
516712,102082,2025-09-10,29.0,Paid,False,2025-09
516713,102082,2025-10-10,29.0,Paid,False,2025-10
516714,102082,2025-11-10,29.0,Paid,False,2025-11
516715,102082,2025-12-10,29.0,Paid,False,2025-12
516716,102083,2024-04-10,29.0,Paid,False,2024-04
516717,102083,2024-05-10,29.0,Paid,False,2024-05
516718,102083,2024-06-10,29.0,Paid,False,2024-06
516719,102083,2024-07-10,29.0,Paid,False,2024-07
516720,102083,2024-08-10,29.0,Paid,False,2024-08
516721,102083,2024-09-10,29.0,Paid,False,2024-09
516722,102083,2024-10-10,29.0,Paid,False,2024-10
516723,102083,2024-11-10,29.0,Paid,False,2024-11
516724,102083,2024-12-10,29.0,Paid,False,2024-12
516725,102083,2025-01-10,29.0,Paid,False,2025-01
516726,102083,2025-02-10,29.0,Paid,False,2025-02
516727,102083,2025-03-10,29.0,Paid,False,2025-03
516728,102083,2025-04-10,29.0,Paid,False,2025-04
516729,102083,2025-05-10,29.0,Paid,False,2025-05
516730,102083,2025-06-10,29.0,Paid,False,2025-06
516731,102083,2025-07-10,29.0,Refunded,True,2025-07
516732,102083,2025-08-10,29.0,Paid,False,2025-08
516733,102083,2025-09-10,29.0,Paid,False,2025-09
516734,102083,2025-10-10,29.0,Paid,False,2025-10
516735,102083,2025-11-10,29.0,Paid,False,2025-11
516736,102083,2025-12-10,29.0,Paid,False,2025-12
516737,102084,2025-12-01,26.1,Paid,False,2025-12
516738,102085,2025-12-01,29.0,Paid,False,2025-12
516739,102086,2024-01-01,29.0,Paid,False,2024-01
516740,102086,2024-02-01,29.0,Paid,False,2024-02
516741,102086,2024-03-01,29.0,Paid,False,2024-03
516742,102086,2024-04-01,29.0,Paid,False,2024-04
516743,102086,2024-05-01,29.0,Paid,False,2024-05
516744,102086,2024-06-01,29.0,Paid,False,2024-06
516745,102086,2024-07-01,29.0,Paid,False,2024-07
516746,102086,2024-08-01,29.0,Paid,False,2024-08
516747,102086,2024-09-01,29.0,Paid,False,2024-09
516748,102086,2024-10-01,29.0,Paid,False,2024-10
516749,102086,2024-11-01,29.0,Paid,False,2024-11
516750,102086,2024-12-01,29.0,Paid,False,2024-12
516751,102086,2025-01-01,29.0,Paid,False,2025-01
516752,102086,2025-02-01,29.0,Paid,False,2025-02
516753,102086,2025-03-01,29.0,Paid,False,2025-03
516754,102086,2025-04-01,29.0,Paid,False,2025-04
516755,102086,2025-05-01,29.0,Paid,False,2025-05
516756,102086,2025-06-01,29.0,Paid,False,2025-06
516757,102086,2025-07-01,29.0,Failed,False,2025-07
516758,102086,2025-08-01,29.0,Paid,False,2025-08
516759,102086,2025-09-01,29.0,Paid,False,2025-09
516760,102086,2025-10-01,29.0,Paid,False,2025-10
516761,102086,2025-11-01,29.0,Paid,False,2025-11
516762,102086,2025-12-01,29.0,Failed,False,2025-12
516763,102087,2024-08-08,29.0,Paid,False,2024-08
516764,102087,2024-09-08,29.0,Paid,False,2024-09
516765,102087,2024-10-08,29.0,Paid,False,2024-10
516766,102087,2024-11-08,29.0,Paid,False,2024-11
516767,102087,2024-12-08,29.0,Paid,False,2024-12
516768,102087,2025-01-08,29.0,Paid,False,2025-01
516769,102087,2025-02-08,29.0,Paid,False,2025-02
516770,102087,2025-03-08,29.0,Paid,False,2025-03
516771,102087,2025-04-08,29.0,Paid,False,2025-04
516772,102087,2025-05-08,29.0,Paid,False,2025-05
516773,102087,2025-06-08,29.0,Paid,False,2025-06
516774,102087,2025-07-08,29.0,Paid,False,2025-07
516775,102087,2025-08-08,29.0,Paid,False,2025-08
516776,102087,2025-09-08,29.0,Paid,False,2025-09
516777,102087,2025-10-08,29.0,Paid,False,2025-10
516778,102087,2025-11-08,29.0,Paid,False,2025-11
516779,102087,2025-12-08,29.0,Paid,False,2025-12
516780,102088,2025-09-02,26.1,Paid,False,2025-09
516781,102088,2025-10-02,26.1,Paid,False,2025-10
516782,102088,2025-11-02,26.1,Paid,False,2025-11
516783,102088,2025-12-02,26.1,Failed,False,2025-12
516784,102089,2024-01-01,79.0,Paid,False,2024-01
516785,102089,2025-01-01,79.0,Paid,False,2025-01
516786,102090,2024-01-01,199.0,Paid,False,2024-01
516787,102090,2025-01-01,199.0,Paid,False,2025-01
516788,102091,2024-01-01,29.0,Paid,False,2024-01
516789,102091,2024-02-01,29.0,Paid,False,2024-02
516790,102091,2024-03-01,29.0,Paid,False,2024-03
516791,102091,2024-04-01,29.0,Paid,False,2024-04
516792,102091,2024-05-01,29.0,Paid,False,2024-05
516793,102091,2024-06-01,29.0,Paid,False,2024-06
516794,102091,2024-07-01,29.0,Failed,False,2024-07
516795,102091,2024-08-01,29.0,Paid,False,2024-08
516796,102091,2024-09-01,29.0,Paid,False,2024-09
516797,102091,2024-10-01,29.0,Paid,False,2024-10
516798,102091,2024-11-01,29.0,Paid,False,2024-11
516799,102091,2024-12-01,29.0,Paid,False,2024-12
516800,102091,2025-01-01,29.0,Paid,False,2025-01
516801,102091,2025-02-01,29.0,Paid,False,2025-02
516802,102091,2025-03-01,29.0,Paid,False,2025-03
516803,102091,2025-04-01,29.0,Paid,False,2025-04
516804,102091,2025-05-01,29.0,Paid,False,2025-05
516805,102091,2025-06-01,29.0,Paid,False,2025-06
516806,102091,2025-07-01,29.0,Paid,False,2025-07
516807,102091,2025-08-01,29.0,Paid,False,2025-08
516808,102091,2025-09-01,29.0,Paid,False,2025-09
516809,102091,2025-10-01,29.0,Paid,False,2025-10
516810,102091,2025-11-01,29.0,Paid,False,2025-11
516811,102091,2025-12-01,29.0,Paid,False,2025-12
516812,102092,2024-01-01,199.0,Failed,False,2024-01
516813,102092,2025-01-01,199.0,Paid,False,2025-01
516814,102093,2024-01-01,199.0,Paid,False,2024-01
516815,102093,2025-01-01,199.0,Paid,False,2025-01
516816,102094,2025-03-06,27.55,Paid,False,2025-03
516817,102094,2025-04-06,27.55,Paid,False,2025-04
516818,102094,2025-05-06,27.55,Paid,False,2025-05
516819,102094,2025-06-06,27.55,Paid,False,2025-06
516820,102094,2025-07-06,27.55,Paid,False,2025-07
516821,102094,2025-08-06,27.55,Paid,False,2025-08
516822,102094,2025-09-06,27.55,Paid,False,2025-09
516823,102094,2025-10-06,27.55,Paid,False,2025-10
516824,102094,2025-11-06,27.55,Paid,False,2025-11
516825,102094,2025-12-06,27.55,Paid,False,2025-12
516826,102095,2024-07-09,29.0,Paid,False,2024-07
516827,102095,2024-08-09,29.0,Paid,False,2024-08
516828,102095,2024-09-09,29.0,Paid,False,2024-09
516829,102095,2024-10-09,29.0,Paid,False,2024-10
516830,102095,2024-11-09,29.0,Paid,False,2024-11
516831,102095,2024-12-09,29.0,Paid,False,2024-12
516832,102095,2025-01-09,29.0,Paid,False,2025-01
516833,102095,2025-02-09,29.0,Paid,False,2025-02
516834,102095,2025-03-09,29.0,Paid,False,2025-03
516835,102095,2025-04-09,29.0,Paid,False,2025-04
516836,102095,2025-05-09,29.0,Paid,False,2025-05
516837,102095,2025-06-09,29.0,Paid,False,2025-06
516838,102095,2025-07-09,29.0,Paid,False,2025-07
516839,102095,2025-08-09,29.0,Paid,False,2025-08
516840,102095,2025-09-09,29.0,Paid,False,2025-09
516841,102095,2025-10-09,29.0,Paid,False,2025-10
516842,102095,2025-11-09,29.0,Paid,False,2025-11
516843,102095,2025-12-09,29.0,Paid,False,2025-12
516844,102096,2025-12-01,29.0,Paid,False,2025-12
516845,102097,2025-12-01,29.0,Paid,False,2025-12
516846,102098,2025-04-05,27.55,Paid,False,2025-04
516847,102098,2025-05-05,27.55,Paid,False,2025-05
516848,102098,2025-06-05,27.55,Paid,False,2025-06
516849,102098,2025-07-05,27.55,Paid,False,2025-07
516850,102098,2025-08-05,27.55,Paid,False,2025-08
516851,102098,2025-09-05,27.55,Paid,False,2025-09
516852,102098,2025-10-05,27.55,Paid,False,2025-10
516853,102098,2025-11-05,27.55,Paid,False,2025-11
516854,102098,2025-12-05,27.55,Paid,False,2025-12
516855,102099,2025-11-01,29.0,Paid,False,2025-11
516856,102099,2025-12-01,29.0,Paid,False,2025-12
516857,102100,2024-01-01,29.0,Paid,False,2024-01
516858,102100,2024-02-01,29.0,Paid,False,2024-02
516859,102100,2024-03-01,29.0,Paid,False,2024-03
516860,102100,2024-04-01,29.0,Paid,False,2024-04
516861,102100,2024-05-01,29.0,Paid,False,2024-05
516862,102100,2024-06-01,29.0,Paid,False,2024-06
516863,102100,2024-07-01,29.0,Paid,False,2024-07
516864,102100,2024-08-01,29.0,Paid,False,2024-08
516865,102100,2024-09-01,29.0,Paid,False,2024-09
516866,102100,2024-10-01,29.0,Paid,False,2024-10
516867,102100,2024-11-01,29.0,Paid,False,2024-11
516868,102100,2024-12-01,29.0,Paid,False,2024-12
516869,102100,2025-01-01,29.0,Paid,False,2025-01
516870,102100,2025-02-01,29.0,Paid,False,2025-02
516871,102100,2025-03-01,29.0,Paid,False,2025-03
516872,102100,2025-04-01,29.0,Paid,False,2025-04
516873,102100,2025-05-01,29.0,Paid,False,2025-05
516874,102100,2025-06-01,29.0,Paid,False,2025-06
516875,102100,2025-07-01,29.0,Paid,False,2025-07
516876,102100,2025-08-01,29.0,Paid,False,2025-08
516877,102100,2025-09-01,29.0,Paid,False,2025-09
516878,102100,2025-10-01,29.0,Paid,False,2025-10
516879,102100,2025-11-01,29.0,Paid,False,2025-11
516880,102100,2025-12-01,29.0,Paid,False,2025-12
516881,102101,2024-01-01,79.0,Paid,False,2024-01
516882,102101,2025-01-01,79.0,Paid,False,2025-01
516883,102102,2024-01-01,79.0,Paid,False,2024-01
516884,102102,2025-01-01,79.0,Paid,False,2025-01
516885,102103,2024-07-09,27.55,Failed,False,2024-07
516886,102103,2024-08-09,27.55,Paid,False,2024-08
516887,102103,2024-09-09,27.55,Refunded,True,2024-09
516888,102103,2024-10-09,27.55,Paid,False,2024-10
516889,102103,2024-11-09,27.55,Paid,False,2024-11
516890,102103,2024-12-09,27.55,Paid,False,2024-12
516891,102103,2025-01-09,27.55,Paid,False,2025-01
516892,102103,2025-02-09,27.55,Paid,False,2025-02
516893,102103,2025-03-09,27.55,Paid,False,2025-03
516894,102103,2025-04-09,27.55,Paid,False,2025-04
516895,102103,2025-05-09,27.55,Paid,False,2025-05
516896,102103,2025-06-09,27.55,Paid,False,2025-06
516897,102103,2025-07-09,27.55,Paid,False,2025-07
516898,102103,2025-08-09,27.55,Paid,False,2025-08
516899,102103,2025-09-09,27.55,Paid,False,2025-09
516900,102103,2025-10-09,27.55,Paid,False,2025-10
516901,102103,2025-11-09,27.55,Paid,False,2025-11
516902,102103,2025-12-09,27.55,Paid,False,2025-12
516903,102104,2025-02-04,24.65,Paid,False,2025-02
516904,102104,2025-03-04,24.65,Refunded,True,2025-03
516905,102104,2025-04-04,24.65,Paid,False,2025-04
516906,102104,2025-05-04,24.65,Paid,False,2025-05
516907,102104,2025-06-04,24.65,Paid,False,2025-06
516908,102104,2025-07-04,24.65,Paid,False,2025-07
516909,102104,2025-08-04,24.65,Paid,False,2025-08
516910,102104,2025-09-04,24.65,Paid,False,2025-09
516911,102104,2025-10-04,24.65,Paid,False,2025-10
516912,102104,2025-11-04,24.65,Failed,False,2025-11
516913,102104,2025-12-04,24.65,Paid,False,2025-12
516914,102105,2025-05-05,29.0,Paid,False,2025-05
516915,102105,2025-06-05,29.0,Paid,False,2025-06
516916,102105,2025-07-05,29.0,Paid,False,2025-07
516917,102105,2025-08-05,29.0,Paid,False,2025-08
516918,102105,2025-09-05,29.0,Paid,False,2025-09
516919,102105,2025-10-05,29.0,Paid,False,2025-10
516920,102105,2025-11-05,29.0,Paid,False,2025-11
516921,102105,2025-12-05,29.0,Refunded,True,2025-12
516922,102106,2025-10-02,27.55,Paid,False,2025-10
516923,102106,2025-11-02,27.55,Paid,False,2025-11
516924,102106,2025-12-02,27.55,Paid,False,2025-12
516925,102107,2024-01-01,79.0,Paid,False,2024-01
516926,102107,2025-01-01,79.0,Paid,False,2025-01
516927,102108,2024-01-01,29.0,Paid,False,2024-01
516928,102108,2024-02-01,29.0,Paid,False,2024-02
516929,102108,2024-03-01,29.0,Paid,False,2024-03
516930,102108,2024-04-01,29.0,Paid,False,2024-04
516931,102108,2024-05-01,29.0,Paid,False,2024-05
516932,102108,2024-06-01,29.0,Paid,False,2024-06
516933,102108,2024-07-01,29.0,Paid,False,2024-07
516934,102108,2024-08-01,29.0,Paid,False,2024-08
516935,102108,2024-09-01,29.0,Paid,False,2024-09
516936,102108,2024-10-01,29.0,Paid,False,2024-10
516937,102108,2024-11-01,29.0,Paid,False,2024-11
516938,102108,2024-12-01,29.0,Paid,False,2024-12
516939,102108,2025-01-01,29.0,Paid,False,2025-01
516940,102108,2025-02-01,29.0,Paid,False,2025-02
516941,102108,2025-03-01,29.0,Paid,False,2025-03
516942,102108,2025-04-01,29.0,Paid,False,2025-04
516943,102108,2025-05-01,29.0,Paid,False,2025-05
516944,102108,2025-06-01,29.0,Paid,False,2025-06
516945,102108,2025-07-01,29.0,Paid,False,2025-07
516946,102108,2025-08-01,29.0,Paid,False,2025-08
516947,102108,2025-09-01,29.0,Paid,False,2025-09
516948,102108,2025-10-01,29.0,Refunded,True,2025-10
516949,102108,2025-11-01,29.0,Paid,False,2025-11
516950,102108,2025-12-01,29.0,Paid,False,2025-12
516951,102109,2024-01-01,24.65,Paid,False,2024-01
516952,102109,2024-02-01,24.65,Paid,False,2024-02
516953,102109,2024-03-01,24.65,Paid,False,2024-03
516954,102109,2024-04-01,24.65,Paid,False,2024-04
516955,102109,2024-05-01,24.65,Paid,False,2024-05
516956,102109,2024-06-01,24.65,Paid,False,2024-06
516957,102109,2024-07-01,24.65,Paid,False,2024-07
516958,102109,2024-08-01,24.65,Refunded,True,2024-08
516959,102109,2024-09-01,24.65,Paid,False,2024-09
516960,102109,2024-10-01,24.65,Paid,False,2024-10
516961,102109,2024-11-01,24.65,Paid,False,2024-11
516962,102109,2024-12-01,24.65,Paid,False,2024-12
516963,102109,2025-01-01,24.65,Paid,False,2025-01
516964,102109,2025-02-01,24.65,Failed,False,2025-02
516965,102109,2025-03-01,24.65,Paid,False,2025-03
516966,102109,2025-04-01,24.65,Paid,False,2025-04
516967,102109,2025-05-01,24.65,Paid,False,2025-05
516968,102109,2025-06-01,24.65,Paid,False,2025-06
516969,102109,2025-07-01,24.65,Paid,False,2025-07
516970,102109,2025-08-01,24.65,Paid,False,2025-08
516971,102109,2025-09-01,24.65,Paid,False,2025-09
516972,102109,2025-10-01,24.65,Paid,False,2025-10
516973,102109,2025-11-01,24.65,Paid,False,2025-11
516974,102109,2025-12-01,24.65,Paid,False,2025-12
516975,102110,2024-01-01,199.0,Paid,False,2024-01
516976,102110,2025-01-01,199.0,Paid,False,2025-01
516977,102111,2025-10-02,29.0,Paid,False,2025-10
516978,102111,2025-11-02,29.0,Paid,False,2025-11
516979,102111,2025-12-02,29.0,Paid,False,2025-12
516980,102112,2024-01-01,179.1,Paid,False,2024-01
516981,102112,2025-01-01,179.1,Paid,False,2025-01
516982,102113,2024-01-01,79.0,Paid,False,2024-01
516983,102113,2025-01-01,79.0,Paid,False,2025-01
516984,102114,2024-01-01,75.05,Paid,False,2024-01
516985,102114,2025-01-01,75.05,Paid,False,2025-01
516986,102115,2024-01-01,29.0,Paid,False,2024-01
516987,102115,2024-02-01,29.0,Paid,False,2024-02
516988,102115,2024-03-01,29.0,Paid,False,2024-03
516989,102115,2024-04-01,29.0,Paid,False,2024-04
516990,102115,2024-05-01,29.0,Paid,False,2024-05
516991,102115,2024-06-01,29.0,Paid,False,2024-06
516992,102115,2024-07-01,29.0,Refunded,True,2024-07
516993,102115,2024-08-01,29.0,Paid,False,2024-08
516994,102115,2024-09-01,29.0,Paid,False,2024-09
516995,102115,2024-10-01,29.0,Paid,False,2024-10
516996,102115,2024-11-01,29.0,Paid,False,2024-11
516997,102115,2024-12-01,29.0,Paid,False,2024-12
516998,102115,2025-01-01,29.0,Paid,False,2025-01
516999,102115,2025-02-01,29.0,Paid,False,2025-02
517000,102115,2025-03-01,29.0,Paid,False,2025-03
517001,102115,2025-04-01,29.0,Paid,False,2025-04
517002,102115,2025-05-01,29.0,Paid,False,2025-05
517003,102115,2025-06-01,29.0,Paid,False,2025-06
517004,102115,2025-07-01,29.0,Paid,False,2025-07
517005,102115,2025-08-01,29.0,Refunded,True,2025-08
517006,102115,2025-09-01,29.0,Paid,False,2025-09
517007,102115,2025-10-01,29.0,Paid,False,2025-10
517008,102115,2025-11-01,29.0,Paid,False,2025-11
517009,102115,2025-12-01,29.0,Paid,False,2025-12
517010,102116,2024-01-01,199.0,Paid,False,2024-01
517011,102116,2025-01-01,199.0,Paid,False,2025-01
517012,102117,2025-12-01,29.0,Paid,False,2025-12
517013,102118,2024-01-01,199.0,Paid,False,2024-01
517014,102118,2025-01-01,199.0,Paid,False,2025-01
517015,102119,2024-03-11,27.55,Refunded,True,2024-03
517016,102119,2024-04-11,27.55,Paid,False,2024-04
517017,102119,2024-05-11,27.55,Failed,False,2024-05
517018,102119,2024-06-11,27.55,Paid,False,2024-06
517019,102119,2024-07-11,27.55,Paid,False,2024-07
517020,102119,2024-08-11,27.55,Failed,False,2024-08
517021,102119,2024-09-11,27.55,Paid,False,2024-09
517022,102119,2024-10-11,27.55,Paid,False,2024-10
517023,102119,2024-11-11,27.55,Paid,False,2024-11
517024,102119,2024-12-11,27.55,Paid,False,2024-12
517025,102119,2025-01-11,27.55,Paid,False,2025-01
517026,102119,2025-02-11,27.55,Paid,False,2025-02
517027,102119,2025-03-11,27.55,Paid,False,2025-03
517028,102119,2025-04-11,27.55,Paid,False,2025-04
517029,102119,2025-05-11,27.55,Paid,False,2025-05
517030,102119,2025-06-11,27.55,Paid,False,2025-06
517031,102119,2025-07-11,27.55,Paid,False,2025-07
517032,102119,2025-08-11,27.55,Paid,False,2025-08
517033,102119,2025-09-11,27.55,Paid,False,2025-09
517034,102119,2025-10-11,27.55,Paid,False,2025-10
517035,102119,2025-11-11,27.55,Paid,False,2025-11
517036,102119,2025-12-11,27.55,Paid,False,2025-12
517037,102120,2024-01-01,79.0,Paid,False,2024-01
517038,102120,2025-01-01,79.0,Paid,False,2025-01
517039,102121,2024-01-01,199.0,Paid,False,2024-01
517040,102121,2025-01-01,199.0,Paid,False,2025-01
517041,102122,2025-12-01,29.0,Paid,False,2025-12
517042,102123,2025-01-05,75.05,Paid,False,2025-01
517043,102124,2024-01-01,26.1,Refunded,True,2024-01
517044,102124,2024-02-01,26.1,Paid,False,2024-02
517045,102124,2024-03-01,26.1,Paid,False,2024-03
517046,102124,2024-04-01,26.1,Refunded,True,2024-04
517047,102124,2024-05-01,26.1,Paid,False,2024-05
517048,102124,2024-06-01,26.1,Paid,False,2024-06
517049,102124,2024-07-01,26.1,Failed,False,2024-07
517050,102124,2024-08-01,26.1,Paid,False,2024-08
517051,102124,2024-09-01,26.1,Paid,False,2024-09
517052,102124,2024-10-01,26.1,Paid,False,2024-10
517053,102124,2024-11-01,26.1,Paid,False,2024-11
517054,102124,2024-12-01,26.1,Paid,False,2024-12
517055,102124,2025-01-01,26.1,Paid,False,2025-01
517056,102124,2025-02-01,26.1,Paid,False,2025-02
517057,102124,2025-03-01,26.1,Paid,False,2025-03
517058,102124,2025-04-01,26.1,Refunded,True,2025-04
517059,102124,2025-05-01,26.1,Failed,False,2025-05
517060,102124,2025-06-01,26.1,Paid,False,2025-06
517061,102124,2025-07-01,26.1,Paid,False,2025-07
517062,102124,2025-08-01,26.1,Failed,False,2025-08
517063,102124,2025-09-01,26.1,Paid,False,2025-09
517064,102124,2025-10-01,26.1,Paid,False,2025-10
517065,102124,2025-11-01,26.1,Paid,False,2025-11
517066,102124,2025-12-01,26.1,Paid,False,2025-12
517067,102125,2025-08-03,29.0,Paid,False,2025-08
517068,102125,2025-09-03,29.0,Paid,False,2025-09
517069,102125,2025-10-03,29.0,Paid,False,2025-10
517070,102125,2025-11-03,29.0,Paid,False,2025-11
517071,102125,2025-12-03,29.0,Paid,False,2025-12
517072,102126,2024-01-01,169.15,Paid,False,2024-01
517073,102126,2025-01-01,169.15,Paid,False,2025-01
517074,102127,2025-12-01,29.0,Paid,False,2025-12
517075,102128,2024-01-01,79.0,Paid,False,2024-01
517076,102128,2025-01-01,79.0,Paid,False,2025-01
517077,102129,2024-01-01,29.0,Paid,False,2024-01
517078,102129,2024-02-01,29.0,Paid,False,2024-02
517079,102129,2024-03-01,29.0,Paid,False,2024-03
517080,102129,2024-04-01,29.0,Paid,False,2024-04
517081,102129,2024-05-01,29.0,Refunded,True,2024-05
517082,102129,2024-06-01,29.0,Paid,False,2024-06
517083,102129,2024-07-01,29.0,Paid,False,2024-07
517084,102129,2024-08-01,29.0,Paid,False,2024-08
517085,102129,2024-09-01,29.0,Paid,False,2024-09
517086,102129,2024-10-01,29.0,Paid,False,2024-10
517087,102129,2024-11-01,29.0,Paid,False,2024-11
517088,102129,2024-12-01,29.0,Paid,False,2024-12
517089,102129,2025-01-01,29.0,Paid,False,2025-01
517090,102129,2025-02-01,29.0,Paid,False,2025-02
517091,102129,2025-03-01,29.0,Paid,False,2025-03
517092,102129,2025-04-01,29.0,Paid,False,2025-04
517093,102129,2025-05-01,29.0,Paid,False,2025-05
517094,102129,2025-06-01,29.0,Paid,False,2025-06
517095,102129,2025-07-01,29.0,Paid,False,2025-07
517096,102129,2025-08-01,29.0,Paid,False,2025-08
517097,102129,2025-09-01,29.0,Paid,False,2025-09
517098,102129,2025-10-01,29.0,Paid,False,2025-10
517099,102129,2025-11-01,29.0,Paid,False,2025-11
517100,102129,2025-12-01,29.0,Paid,False,2025-12
517101,102130,2025-12-01,29.0,Paid,False,2025-12
517102,102131,2024-01-01,79.0,Paid,False,2024-01
517103,102131,2025-01-01,79.0,Paid,False,2025-01
517104,102132,2024-01-01,179.1,Paid,False,2024-01
517105,102132,2025-01-01,179.1,Paid,False,2025-01
517106,102133,2024-02-10,75.05,Paid,False,2024-02
517107,102133,2025-02-10,75.05,Paid,False,2025-02
517108,102134,2025-12-01,29.0,Paid,False,2025-12
517109,102135,2025-12-01,27.55,Paid,False,2025-12
517110,102136,2024-01-01,29.0,Paid,False,2024-01
517111,102136,2024-02-01,29.0,Paid,False,2024-02
517112,102136,2024-03-01,29.0,Paid,False,2024-03
517113,102136,2024-04-01,29.0,Paid,False,2024-04
517114,102136,2024-05-01,29.0,Refunded,True,2024-05
517115,102136,2024-06-01,29.0,Paid,False,2024-06
517116,102136,2024-07-01,29.0,Paid,False,2024-07
517117,102136,2024-08-01,29.0,Paid,False,2024-08
517118,102136,2024-09-01,29.0,Paid,False,2024-09
517119,102136,2024-10-01,29.0,Paid,False,2024-10
517120,102136,2024-11-01,29.0,Paid,False,2024-11
517121,102136,2024-12-01,29.0,Paid,False,2024-12
517122,102136,2025-01-01,29.0,Paid,False,2025-01
517123,102136,2025-02-01,29.0,Paid,False,2025-02
517124,102136,2025-03-01,29.0,Paid,False,2025-03
517125,102136,2025-04-01,29.0,Paid,False,2025-04
517126,102136,2025-05-01,29.0,Paid,False,2025-05
517127,102136,2025-06-01,29.0,Paid,False,2025-06
517128,102136,2025-07-01,29.0,Paid,False,2025-07
517129,102136,2025-08-01,29.0,Paid,False,2025-08
517130,102136,2025-09-01,29.0,Paid,False,2025-09
517131,102136,2025-10-01,29.0,Paid,False,2025-10
517132,102136,2025-11-01,29.0,Paid,False,2025-11
517133,102136,2025-12-01,29.0,Paid,False,2025-12
517134,102137,2024-10-07,29.0,Paid,False,2024-10
517135,102137,2024-11-07,29.0,Paid,False,2024-11
517136,102137,2024-12-07,29.0,Paid,False,2024-12
517137,102137,2025-01-07,29.0,Paid,False,2025-01
517138,102137,2025-02-07,29.0,Paid,False,2025-02
517139,102137,2025-03-07,29.0,Paid,False,2025-03
517140,102137,2025-04-07,29.0,Paid,False,2025-04
517141,102137,2025-05-07,29.0,Paid,False,2025-05
517142,102137,2025-06-07,29.0,Paid,False,2025-06
517143,102137,2025-07-07,29.0,Failed,False,2025-07
517144,102137,2025-08-07,29.0,Paid,False,2025-08
