subscription_id,user_id,plan_name,billing_cycle,subscription_status,start_date,end_date,monthly_price,discount_pct,final_monthly_price
101547,1547,Enterprise,Annual,Active,2021-01-26,,199,0,199.0
101548,1548,Pro,Annual,Cancelled,2020-10-28,2026-01-28,79,15,67.15
101549,1549,Starter,Monthly,Active,2023-12-12,,29,5,27.55
101550,1550,Starter,Monthly,Cancelled,2025-12-01,2026-01-01,29,5,27.55
101551,1551,Starter,Monthly,Active,2025-07-04,,29,0,29.0
101552,1552,Enterprise,Annual,Active,2024-03-11,,199,0,199.0
101553,1553,Enterprise,Annual,Active,2023-06-15,,199,0,199.0
101554,1554,Starter,Monthly,Active,2022-10-18,,29,0,29.0
101555,1555,Starter,Monthly,Active,2023-11-12,,29,0,29.0
101556,1556,Pro,Annual,Cancelled,2021-08-24,2026-01-24,79,0,79.0
101557,1557,Starter,Monthly,Cancelled,2025-12-01,2026-01-01,29,15,24.65
101558,1558,Starter,Monthly,Active,2025-01-05,,29,0,29.0
101559,1559,Starter,Monthly,Cancelled,2024-09-07,2026-01-07,29,0,29.0
101560,1560,Starter,Monthly,Active,2025-11-01,,29,0,29.0
101561,1561,Pro,Annual,Active,2022-10-18,,79,0,79.0
101562,1562,Starter,Monthly,Cancelled,2025-12-01,2026-01-01,29,0,29.0
101563,1563,Starter,Monthly,Active,2025-06-04,,29,0,29.0
101564,1564,Starter,Monthly,Active,2025-09-02,,29,0,29.0
101565,1565,Starter,Monthly,Cancelled,2025-03-06,2026-01-06,29,0,29.0
101566,1566,Starter,Monthly,Active,2021-06-25,,29,0,29.0
101567,1567,Enterprise,Annual,Active,2020-02-01,,199,0,199.0
101568,1568,Starter,Monthly,Active,2025-03-06,,29,0,29.0
101569,1569,Starter,Monthly,Active,2025-02-04,,29,0,29.0
101570,1570,Starter,Monthly,Active,2024-10-07,,29,5,27.55
101571,1571,Enterprise,Annual,Active,2024-02-10,,199,0,199.0
101572,1572,Starter,Monthly,Active,2025-12-01,,29,0,29.0
101573,1573,Starter,Monthly,Cancelled,2025-10-02,2026-01-02,29,0,29.0
101574,1574,Pro,Annual,Active,2022-02-20,,79,0,79.0
101575,1575,Pro,Annual,Active,2024-10-07,,79,5,75.05
101576,1576,Starter,Monthly,Cancelled,2020-07-30,2026-01-30,29,0,29.0
101577,1577,Pro,Annual,Active,2020-05-31,,79,15,67.15
101578,1578,Pro,Annual,Cancelled,2024-08-08,2026-01-08,79,0,79.0
101579,1579,Starter,Monthly,Cancelled,2025-06-04,2026-01-04,29,0,29.0
101580,1580,Starter,Monthly,Cancelled,2025-01-05,2026-01-05,29,5,27.55
101581,1581,Pro,Annual,Active,2024-04-10,,79,15,67.15
101582,1582,Starter,Monthly,Active,2024-04-10,,29,0,29.0
101583,1583,Pro,Annual,Active,2021-05-26,,79,0,79.0
101584,1584,Starter,Monthly,Active,2025-07-04,,29,0,29.0
101585,1585,Enterprise,Annual,Active,2020-08-29,,199,0,199.0
101586,1586,Pro,Annual,Active,2022-07-20,,79,15,67.15
101587,1587,Enterprise,Annual,Active,2020-05-31,,199,0,199.0
101588,1588,Enterprise,Annual,Active,2022-01-21,,199,0,199.0
101589,1589,Pro,Annual,Active,2021-11-22,,79,0,79.0
101590,1590,Starter,Monthly,Active,2025-06-04,,29,0,29.0
101591,1591,Enterprise,Annual,Active,2020-10-28,,199,0,199.0
101592,1592,Starter,Monthly,Active,2024-08-08,,29,0,29.0
101593,1593,Starter,Monthly,Cancelled,2022-07-20,2026-01-20,29,0,29.0
101594,1594,Starter,Monthly,Active,2025-09-02,,29,15,24.65
101595,1595,Enterprise,Annual,Active,2020-11-27,,199,0,199.0
101596,1596,Starter,Monthly,Cancelled,2025-11-01,2026-01-01,29,10,26.1
101597,1597,Starter,Monthly,Active,2025-11-01,,29,0,29.0
101598,1598,Enterprise,Annual,Active,2022-01-21,,199,5,189.05
101599,1599,Enterprise,Annual,Active,2023-10-13,,199,0,199.0
101600,1600,Enterprise,Annual,Active,2020-04-01,,199,15,169.15
101601,1601,Starter,Monthly,Cancelled,2025-12-01,2026-01-01,29,0,29.0
101602,1602,Pro,Annual,Active,2022-03-22,,79,0,79.0
101603,1603,Starter,Monthly,Cancelled,2023-07-15,2026-01-15,29,0,29.0
101604,1604,Starter,Monthly,Cancelled,2024-10-07,2026-01-07,29,10,26.1
101605,1605,Pro,Annual,Active,2020-05-01,,79,0,79.0
101606,1606,Enterprise,Annual,Active,2020-08-29,,199,0,199.0
101607,1607,Enterprise,Annual,Active,2020-02-01,,199,5,189.05
101608,1608,Starter,Monthly,Cancelled,2024-12-06,2026-01-06,29,0,29.0
101609,1609,Pro,Annual,Active,2024-08-08,,79,5,75.05
101610,1610,Pro,Annual,Active,2021-10-23,,79,0,79.0
101611,1611,Enterprise,Annual,Active,2021-10-23,,199,0,199.0
101612,1612,Enterprise,Annual,Active,2020-02-01,,199,0,199.0
101613,1613,Pro,Annual,Cancelled,2020-06-30,2026-01-30,79,0,79.0
101614,1614,Starter,Monthly,Active,2023-03-17,,29,10,26.1
101615,1615,Enterprise,Annual,Active,2020-06-30,,199,0,199.0
101616,1616,Pro,Annual,Active,2021-12-22,,79,5,75.05
101617,1617,Enterprise,Annual,Active,2021-08-24,,199,0,199.0
101618,1618,Starter,Monthly,Active,2023-10-13,,29,0,29.0
101619,1619,Starter,Monthly,Cancelled,2024-02-10,2026-01-10,29,5,27.55
101620,1620,Enterprise,Annual,Active,2020-05-01,,199,0,199.0
101621,1621,Starter,Monthly,Active,2025-11-01,,29,0,29.0
101622,1622,Starter,Monthly,Cancelled,2023-02-15,2026-01-15,29,0,29.0
101623,1623,Pro,Annual,Active,2022-03-22,,79,0,79.0
101624,1624,Enterprise,Annual,Active,2021-07-25,,199,0,199.0
101625,1625,Pro,Annual,Cancelled,2021-05-26,2026-01-26,79,0,79.0
101626,1626,Starter,Monthly,Cancelled,2025-04-05,2026-01-05,29,0,29.0
101627,1627,Starter,Monthly,Active,2024-05-10,,29,0,29.0
101628,1628,Starter,Monthly,Active,2025-02-04,,29,0,29.0
101629,1629,Starter,Monthly,Active,2023-07-15,,29,0,29.0
101630,1630,Enterprise,Annual,Active,2020-05-31,,199,5,189.05
101631,1631,Starter,Monthly,Active,2022-11-17,,29,10,26.1
101632,1632,Starter,Monthly,Cancelled,2024-08-08,2026-01-08,29,0,29.0
101633,1633,Pro,Annual,Cancelled,2022-01-21,2026-01-21,79,0,79.0
101634,1634,Starter,Monthly,Active,2025-12-01,,29,0,29.0
101635,1635,Enterprise,Annual,Active,2020-10-28,,199,0,199.0
101636,1636,Pro,Annual,Active,2025-10-02,,79,0,79.0
101637,1637,Pro,Annual,Active,2022-01-21,,79,0,79.0
101638,1638,Pro,Annual,Active,2020-07-30,,79,0,79.0
101639,1639,Enterprise,Annual,Active,2020-05-31,,199,0,199.0
101640,1640,Starter,Monthly,Cancelled,2024-08-08,2026-01-08,29,0,29.0
101641,1641,Pro,Annual,Active,2025-06-04,,79,0,79.0
101642,1642,Enterprise,Annual,Active,2020-02-01,,199,0,199.0
101643,1643,Starter,Monthly,Active,2023-08-14,,29,0,29.0
101644,1644,Starter,Monthly,Active,2022-12-17,,29,5,27.55
101645,1645,Starter,Monthly,Cancelled,2023-03-17,2026-01-17,29,0,29.0
101646,1646,Starter,Monthly,Cancelled,2022-07-20,2026-01-20,29,0,29.0
101647,1647,Pro,Annual,Active,2021-02-25,,79,0,79.0
101648,1648,Starter,Monthly,Cancelled,2025-02-04,2026-01-04,29,0,29.0
101649,1649,Starter,Monthly,Active,2021-01-26,,29,0,29.0
101650,1650,Starter,Monthly,Active,2023-10-13,,29,0,29.0
101651,1651,Starter,Monthly,Cancelled,2025-12-01,2026-01-01,29,0,29.0
101652,1652,Starter,Monthly,Cancelled,2025-12-01,2026-01-01,29,15,24.65
101653,1653,Starter,Monthly,Active,2024-08-08,,29,15,24.65
101654,1654,Enterprise,Annual,Active,2021-03-27,,199,15,169.15
101655,1655,Pro,Annual,Active,2025-12-01,,79,0,79.0
101656,1656,Starter,Monthly,Cancelled,2025-10-02,2026-01-02,29,0,29.0
101657,1657,Starter,Monthly,Active,2021-08-24,,29,0,29.0
101658,1658,Starter,Monthly,Active,2023-02-15,,29,0,29.0
101659,1659,Starter,Monthly,Cancelled,2021-11-22,2026-01-22,29,0,29.0
101660,1660,Enterprise,Annual,Active,2020-05-31,,199,0,199.0
101661,1661,Starter,Monthly,Active,2022-02-20,,29,0,29.0
101662,1662,Starter,Monthly,Active,2020-08-29,,29,0,29.0
101663,1663,Starter,Monthly,Cancelled,2025-08-03,2026-01-03,29,0,29.0
101664,1664,Starter,Monthly,Cancelled,2021-10-23,2026-01-23,29,0,29.0
101665,1665,Starter,Monthly,Cancelled,2022-03-22,2026-01-22,29,0,29.0
101666,1666,Starter,Monthly,Active,2025-04-05,,29,0,29.0
101667,1667,Enterprise,Annual,Active,2025-05-05,,199,0,199.0
101668,1668,Pro,Annual,Active,2024-11-06,,79,5,75.05
101669,1669,Starter,Monthly,Active,2022-04-21,,29,15,24.65
101670,1670,Starter,Monthly,Active,2025-05-05,,29,0,29.0
101671,1671,Starter,Monthly,Cancelled,2025-12-01,2026-01-01,29,0,29.0
101672,1672,Pro,Annual,Active,2020-07-30,,79,0,79.0
101673,1673,Enterprise,Annual,Active,2020-02-01,,199,15,169.15
101674,1674,Starter,Monthly,Cancelled,2022-08-19,2026-01-19,29,0,29.0
101675,1675,Enterprise,Annual,Active,2024-02-10,,199,5,189.05
101676,1676,Starter,Monthly,Cancelled,2023-08-14,2026-01-14,29,0,29.0
101677,1677,Starter,Monthly,Active,2025-09-02,,29,5,27.55
101678,1678,Enterprise,Annual,Active,2025-07-04,,199,15,169.15
101679,1679,Pro,Annual,Active,2020-06-30,,79,0,79.0
101680,1680,Starter,Monthly,Active,2025-06-04,,29,0,29.0
101681,1681,Pro,Annual,Active,2021-05-26,,79,5,75.05
101682,1682,Enterprise,Annual,Active,2020-02-01,,199,5,189.05
101683,1683,Enterprise,Annual,Active,2020-02-01,,199,0,199.0
101684,1684,Enterprise,Annual,Active,2024-02-10,,199,5,189.05
101685,1685,Starter,Monthly,Active,2023-02-15,,29,5,27.55
101686,1686,Starter,Monthly,Active,2023-10-13,,29,15,24.65
101687,1687,Starter,Monthly,Cancelled,2023-11-12,2026-01-12,29,0,29.0
101688,1688,Pro,Annual,Active,2025-01-05,,79,0,79.0
101689,1689,Enterprise,Annual,Active,2022-09-18,,199,0,199.0
101690,1690,Starter,Monthly,Active,2025-06-04,,29,0,29.0
101691,1691,Starter,Monthly,Active,2020-04-01,,29,0,29.0
101692,1692,Enterprise,Annual,Active,2021-01-26,,199,5,189.05
101693,1693,Pro,Annual,Active,2022-10-18,,79,0,79.0
101694,1694,Enterprise,Annual,Active,2020-02-01,,199,0,199.0
101695,1695,Starter,Monthly,Cancelled,2025-12-01,2026-01-01,29,0,29.0
101696,1696,Pro,Annual,Active,2021-07-25,,79,0,79.0
101697,1697,Starter,Monthly,Cancelled,2025-10-02,2026-01-02,29,0,29.0
101698,1698,Enterprise,Annual,Active,2020-10-28,,199,0,199.0
101699,1699,Enterprise,Annual,Active,2020-03-02,,199,5,189.05
101700,1700,Pro,Annual,Active,2022-07-20,,79,0,79.0
101701,1701,Enterprise,Annual,Active,2022-02-20,,199,0,199.0
101702,1702,Pro,Annual,Cancelled,2020-07-30,2026-01-30,79,0,79.0
101703,1703,Starter,Monthly,Cancelled,2024-04-10,2026-01-10,29,0,29.0
101704,1704,Starter,Monthly,Active,2025-02-04,,29,5,27.55
101705,1705,Starter,Monthly,Cancelled,2025-12-01,2026-01-01,29,0,29.0
101706,1706,Starter,Monthly,Active,2021-06-25,,29,0,29.0
101707,1707,Enterprise,Annual,Active,2020-05-01,,199,0,199.0
101708,1708,Starter,Monthly,Active,2025-10-02,,29,5,27.55
101709,1709,Starter,Monthly,Cancelled,2025-09-02,2026-01-02,29,0,29.0
101710,1710,Enterprise,Annual,Active,2023-07-15,,199,5,189.05
101711,1711,Starter,Monthly,Active,2025-08-03,,29,0,29.0
101712,1712,Enterprise,Annual,Active,2020-03-02,,199,0,199.0
101713,1713,Pro,Annual,Active,2023-08-14,,79,0,79.0
101714,1714,Starter,Monthly,Active,2021-09-23,,29,10,26.1
101715,1715,Pro,Annual,Active,2020-05-31,,79,5,75.05
101716,1716,Enterprise,Annual,Active,2022-03-22,,199,0,199.0
101717,1717,Starter,Monthly,Active,2025-05-05,,29,0,29.0
101718,1718,Enterprise,Annual,Active,2020-02-01,,199,0,199.0
101719,1719,Pro,Annual,Active,2024-08-08,,79,0,79.0
101720,1720,Starter,Monthly,Active,2025-10-02,,29,0,29.0
101721,1721,Starter,Monthly,Active,2025-11-01,,29,0,29.0
101722,1722,Starter,Monthly,Cancelled,2025-04-05,2026-01-05,29,0,29.0
101723,1723,Pro,Annual,Active,2021-10-23,,79,0,79.0
101724,1724,Enterprise,Annual,Active,2025-07-04,,199,5,189.05
101725,1725,Starter,Monthly,Active,2025-10-02,,29,10,26.1
101726,1726,Starter,Monthly,Active,2024-08-08,,29,0,29.0
101727,1727,Starter,Monthly,Active,2023-07-15,,29,0,29.0
101728,1728,Starter,Monthly,Active,2023-06-15,,29,0,29.0
101729,1729,Enterprise,Annual,Active,2022-04-21,,199,0,199.0
101730,1730,Pro,Annual,Active,2020-09-28,,79,0,79.0
101731,1731,Starter,Monthly,Cancelled,2025-12-01,2026-01-01,29,0,29.0
101732,1732,Starter,Monthly,Cancelled,2025-12-01,2026-01-01,29,5,27.55
101733,1733,Pro,Annual,Active,2020-12-27,,79,0,79.0
101734,1734,Starter,Monthly,Active,2025-12-01,,29,0,29.0
101735,1735,Starter,Monthly,Cancelled,2025-04-05,2026-01-05,29,0,29.0
101736,1736,Enterprise,Annual,Active,2020-02-01,,199,0,199.0
101737,1737,Starter,Monthly,Cancelled,2025-12-01,2026-01-01,29,0,29.0
101738,1738,Starter,Monthly,Active,2025-06-04,,29,0,29.0
101739,1739,Pro,Annual,Active,2020-07-30,,79,0,79.0
101740,1740,Starter,Monthly,Cancelled,2025-12-01,2026-01-01,29,10,26.1
101741,1741,Starter,Monthly,Active,2022-09-18,,29,0,29.0
101742,1742,Starter,Monthly,Active,2024-09-07,,29,0,29.0
101743,1743,Starter,Monthly,Cancelled,2025-11-01,2026-01-01,29,5,27.55
101744,1744,Enterprise,Annual,Active,2020-06-30,,199,0,199.0
101745,1745,Pro,Annual,Active,2022-08-19,,79,0,79.0
101746,1746,Enterprise,Annual,Active,2021-05-26,,199,0,199.0
101747,1747,Enterprise,Annual,Active,2020-02-01,,199,0,199.0
101748,1748,Starter,Monthly,Cancelled,2025-10-02,2026-01-02,29,0,29.0
101749,1749,Enterprise,Annual,Active,2021-07-25,,199,0,199.0
101750,1750,Starter,Monthly,Active,2021-09-23,,29,0,29.0
101751,1751,Enterprise,Annual,Active,2021-11-22,,199,0,199.0
101752,1752,Starter,Monthly,Cancelled,2024-11-06,2026-01-06,29,10,26.1
101753,1753,Pro,Annual,Active,2023-10-13,,79,10,71.1
101754,1754,Enterprise,Annual,Active,2020-02-01,,199,0,199.0
101755,1755,Pro,Annual,Active,2020-11-27,,79,0,79.0
101756,1756,Starter,Monthly,Active,2025-01-05,,29,0,29.0
101757,1757,Pro,Annual,Active,2022-05-21,,79,0,79.0
101758,1758,Enterprise,Annual,Active,2021-07-25,,199,0,199.0
101759,1759,Enterprise,Annual,Active,2020-05-31,,199,0,199.0
101760,1760,Starter,Monthly,Active,2024-05-10,,29,0,29.0
101761,1761,Pro,Annual,Active,2021-11-22,,79,0,79.0
101762,1762,Enterprise,Annual,Active,2021-03-27,,199,5,189.05
101763,1763,Starter,Monthly,Active,2023-02-15,,29,0,29.0
101764,1764,Starter,Monthly,Active,2025-11-01,,29,0,29.0
101765,1765,Enterprise,Annual,Active,2020-10-28,,199,0,199.0
101766,1766,Pro,Annual,Active,2021-03-27,,79,0,79.0
101767,1767,Pro,Annual,Active,2023-10-13,,79,10,71.1
101768,1768,Enterprise,Annual,Active,2020-03-02,,199,0,199.0
101769,1769,Pro,Annual,Active,2020-10-28,,79,0,79.0
101770,1770,Starter,Monthly,Active,2020-03-02,,29,0,29.0
101771,1771,Starter,Monthly,Cancelled,2022-08-19,2026-01-19,29,0,29.0
101772,1772,Starter,Monthly,Cancelled,2024-12-06,2026-01-06,29,0,29.0
101773,1773,Starter,Monthly,Cancelled,2025-11-01,2026-01-01,29,10,26.1
101774,1774,Enterprise,Annual,Active,2020-05-31,,199,0,199.0
101775,1775,Starter,Monthly,Active,2025-12-01,,29,0,29.0
101776,1776,Enterprise,Annual,Active,2020-08-29,,199,0,199.0
101777,1777,Enterprise,Annual,Active,2020-02-01,,199,0,199.0
101778,1778,Starter,Monthly,Active,2023-09-13,,29,10,26.1
101779,1779,Enterprise,Annual,Active,2020-02-01,,199,0,199.0
101780,1780,Starter,Monthly,Active,2025-11-01,,29,10,26.1
101781,1781,Pro,Annual,Cancelled,2024-07-09,2026-01-09,79,0,79.0
101782,1782,Pro,Annual,Active,2021-01-26,,79,0,79.0
101783,1783,Starter,Monthly,Active,2023-11-12,,29,0,29.0
101784,1784,Starter,Monthly,Cancelled,2025-12-01,2026-01-01,29,0,29.0
101785,1785,Starter,Monthly,Cancelled,2025-09-02,2026-01-02,29,0,29.0
101786,1786,Enterprise,Annual,Active,2020-05-31,,199,0,199.0
101787,1787,Starter,Monthly,Cancelled,2022-11-17,2026-01-17,29,0,29.0
101788,1788,Pro,Annual,Active,2022-07-20,,79,0,79.0
101789,1789,Enterprise,Annual,Active,2021-04-26,,199,0,199.0
101790,1790,Starter,Monthly,Active,2021-07-25,,29,0,29.0
101791,1791,Starter,Monthly,Cancelled,2025-01-05,2026-01-05,29,5,27.55
101792,1792,Pro,Annual,Active,2022-05-21,,79,5,75.05
101793,1793,Starter,Monthly,Active,2022-07-20,,29,10,26.1
101794,1794,Enterprise,Annual,Active,2020-02-01,,199,0,199.0
101795,1795,Enterprise,Annual,Active,2020-03-02,,199,0,199.0
101796,1796,Starter,Monthly,Cancelled,2024-06-09,2026-01-09,29,0,29.0
101797,1797,Starter,Monthly,Active,2024-02-10,,29,5,27.55
101798,1798,Enterprise,Annual,Active,2023-07-15,,199,0,199.0
101799,1799,Pro,Annual,Active,2023-02-15,,79,0,79.0
101800,1800,Starter,Monthly,Cancelled,2025-03-06,2026-01-06,29,5,27.55
101801,1801,Starter,Monthly,Active,2025-12-01,,29,5,27.55
101802,1802,Starter,Monthly,Active,2024-03-11,,29,0,29.0
101803,1803,Enterprise,Annual,Active,2025-06-04,,199,0,199.0
101804,1804,Enterprise,Annual,Active,2023-01-16,,199,0,199.0
101805,1805,Starter,Monthly,Active,2023-03-17,,29,10,26.1
101806,1806,Enterprise,Annual,Active,2020-02-01,,199,0,199.0
101807,1807,Enterprise,Annual,Active,2023-01-16,,199,15,169.15
101808,1808,Starter,Monthly,Cancelled,2025-12-01,2026-01-01,29,15,24.65
101809,1809,Starter,Monthly,Cancelled,2024-02-10,2026-01-10,29,5,27.55
101810,1810,Starter,Monthly,Cancelled,2023-05-16,2026-01-16,29,5,27.55
101811,1811,Pro,Annual,Active,2020-03-02,,79,15,67.15
101812,1812,Starter,Monthly,Active,2024-02-10,,29,0,29.0
101813,1813,Pro,Annual,Active,2024-08-08,,79,0,79.0
101814,1814,Starter,Monthly,Active,2025-12-01,,29,5,27.55
101815,1815,Enterprise,Annual,Active,2025-01-05,,199,0,199.0
101816,1816,Enterprise,Annual,Active,2020-02-01,,199,0,199.0
101817,1817,Starter,Monthly,Active,2025-12-01,,29,0,29.0
101818,1818,Enterprise,Annual,Active,2020-02-01,,199,0,199.0
101819,1819,Starter,Monthly,Active,2021-01-26,,29,0,29.0
101820,1820,Enterprise,Annual,Active,2020-12-27,,199,0,199.0
101821,1821,Starter,Monthly,Active,2025-07-04,,29,0,29.0
101822,1822,Starter,Monthly,Cancelled,2023-05-16,2026-01-16,29,0,29.0
101823,1823,Starter,Monthly,Cancelled,2023-06-15,2026-01-15,29,10,26.1
101824,1824,Starter,Monthly,Cancelled,2024-06-09,2026-01-09,29,0,29.0
101825,1825,Enterprise,Annual,Active,2020-02-01,,199,0,199.0
101826,1826,Starter,Monthly,Active,2023-05-16,,29,0,29.0
101827,1827,Starter,Monthly,Active,2020-08-29,,29,15,24.65
101828,1828,Starter,Monthly,Active,2022-04-21,,29,0,29.0
101829,1829,Pro,Annual,Active,2022-07-20,,79,0,79.0
101830,1830,Starter,Monthly,Active,2025-05-05,,29,0,29.0
101831,1831,Enterprise,Annual,Active,2023-05-16,,199,0,199.0
101832,1832,Starter,Monthly,Active,2024-03-11,,29,0,29.0
101833,1833,Starter,Monthly,Cancelled,2021-04-26,2026-01-26,29,5,27.55
101834,1834,Starter,Monthly,Active,2025-12-01,,29,0,29.0
101835,1835,Starter,Monthly,Cancelled,2025-12-01,2026-01-01,29,0,29.0
101836,1836,Starter,Monthly,Active,2025-12-01,,29,0,29.0
101837,1837,Starter,Monthly,Cancelled,2024-01-11,2026-01-11,29,0,29.0
101838,1838,Starter,Monthly,Cancelled,2025-12-01,2026-01-01,29,0,29.0
101839,1839,Starter,Monthly,Active,2021-07-25,,29,0,29.0
101840,1840,Enterprise,Annual,Active,2025-09-02,,199,5,189.05
101841,1841,Enterprise,Annual,Cancelled,2020-08-29,2026-01-29,199,0,199.0
101842,1842,Pro,Annual,Active,2021-05-26,,79,5,75.05
101843,1843,Starter,Monthly,Active,2022-04-21,,29,0,29.0
101844,1844,Enterprise,Annual,Active,2020-03-02,,199,0,199.0
101845,1845,Pro,Annual,Active,2021-02-25,,79,0,79.0
101846,1846,Pro,Annual,Active,2020-05-01,,79,0,79.0
101847,1847,Pro,Annual,Active,2024-06-09,,79,10,71.1
101848,1848,Enterprise,Annual,Active,2021-06-25,,199,0,199.0
101849,1849,Pro,Annual,Active,2022-11-17,,79,0,79.0
101850,1850,Starter,Monthly,Cancelled,2025-03-06,2026-01-06,29,10,26.1
101851,1851,Starter,Monthly,Active,2022-02-20,,29,0,29.0
101852,1852,Starter,Monthly,Cancelled,2025-11-01,2026-01-01,29,0,29.0
101853,1853,Starter,Monthly,Cancelled,2025-12-01,2026-01-01,29,0,29.0
101854,1854,Starter,Monthly,Cancelled,2025-12-01,2026-01-01,29,0,29.0
101855,1855,Starter,Monthly,Cancelled,2025-12-01,2026-01-01,29,0,29.0
101856,1856,Enterprise,Annual,Active,2022-03-22,,199,5,189.05
101857,1857,Starter,Monthly,Cancelled,2022-11-17,2026-01-17,29,0,29.0
101858,1858,Enterprise,Annual,Active,2020-08-29,,199,0,199.0
101859,1859,Starter,Monthly,Cancelled,2024-06-09,2026-01-09,29,0,29.0
101860,1860,Starter,Monthly,Cancelled,2021-09-23,2026-01-23,29,0,29.0
101861,1861,Enterprise,Annual,Active,2020-03-02,,199,10,179.1
101862,1862,Starter,Monthly,Cancelled,2025-12-01,2026-01-01,29,0,29.0
101863,1863,Starter,Monthly,Active,2021-09-23,,29,15,24.65
101864,1864,Pro,Annual,Active,2025-07-04,,79,0,79.0
101865,1865,Pro,Annual,Active,2023-11-12,,79,0,79.0
101866,1866,Pro,Annual,Active,2022-01-21,,79,0,79.0
101867,1867,Pro,Annual,Active,2020-09-28,,79,10,71.1
101868,1868,Starter,Monthly,Cancelled,2025-10-02,2026-01-02,29,0,29.0
101869,1869,Starter,Monthly,Active,2025-12-01,,29,10,26.1
101870,1870,Enterprise,Annual,Active,2020-02-01,,199,0,199.0
101871,1871,Starter,Monthly,Active,2025-12-01,,29,0,29.0
101872,1872,Starter,Monthly,Active,2021-10-23,,29,0,29.0
101873,1873,Enterprise,Annual,Active,2022-08-19,,199,0,199.0
101874,1874,Enterprise,Annual,Active,2020-02-01,,199,0,199.0
101875,1875,Enterprise,Annual,Active,2022-06-20,,199,0,199.0
101876,1876,Enterprise,Annual,Active,2020-02-01,,199,0,199.0
101877,1877,Pro,Annual,Active,2022-02-20,,79,0,79.0
101878,1878,Enterprise,Annual,Active,2020-02-01,,199,0,199.0
101879,1879,Starter,Monthly,Active,2025-10-02,,29,0,29.0
101880,1880,Starter,Monthly,Cancelled,2025-12-01,2026-01-01,29,0,29.0
101881,1881,Starter,Monthly,Cancelled,2025-11-01,2026-01-01,29,0,29.0
101882,1882,Starter,Monthly,Active,2023-11-12,,29,0,29.0
101883,1883,Starter,Monthly,Active,2023-08-14,,29,0,29.0
101884,1884,Starter,Monthly,Cancelled,2023-02-15,2026-01-15,29,0,29.0
101885,1885,Pro,Annual,Active,2023-10-13,,79,0,79.0
101886,1886,Starter,Monthly,Active,2024-01-11,,29,0,29.0
101887,1887,Enterprise,Annual,Active,2020-06-30,,199,5,189.05
101888,1888,Starter,Monthly,Cancelled,2024-09-07,2026-01-07,29,10,26.1
101889,1889,Pro,Annual,Active,2024-02-10,,79,15,67.15
101890,1890,Starter,Monthly,Active,2024-11-06,,29,0,29.0
101891,1891,Starter,Monthly,Cancelled,2025-12-01,2026-01-01,29,0,29.0
101892,1892,Starter,Monthly,Cancelled,2025-12-01,2026-01-01,29,5,27.55
101893,1893,Starter,Monthly,Active,2025-09-02,,29,0,29.0
101894,1894,Starter,Monthly,Active,2024-09-07,,29,0,29.0
101895,1895,Starter,Monthly,Active,2022-03-22,,29,0,29.0
101896,1896,Enterprise,Annual,Active,2020-05-31,,199,0,199.0
101897,1897,Starter,Monthly,Active,2022-11-17,,29,15,24.65
101898,1898,Starter,Monthly,Cancelled,2023-07-15,2026-01-15,29,10,26.1
101899,1899,Starter,Monthly,Cancelled,2025-08-03,2026-01-03,29,0,29.0
101900,1900,Starter,Monthly,Active,2024-08-08,,29,0,29.0
101901,1901,Enterprise,Annual,Active,2025-09-02,,199,0,199.0
101902,1902,Pro,Annual,Active,2025-01-05,,79,0,79.0
101903,1903,Enterprise,Annual,Active,2020-02-01,,199,0,199.0
101904,1904,Starter,Monthly,Active,2025-10-02,,29,10,26.1
101905,1905,Starter,Monthly,Cancelled,2021-05-26,2026-01-26,29,5,27.55
101906,1906,Pro,Annual,Active,2022-08-19,,79,0,79.0
101907,1907,Pro,Annual,Active,2022-09-18,,79,5,75.05
101908,1908,Starter,Monthly,Active,2025-06-04,,29,0,29.0
101909,1909,Enterprise,Annual,Active,2020-05-01,,199,5,189.05
101910,1910,Pro,Annual,Active,2025-06-04,,79,0,79.0
101911,1911,Starter,Monthly,Active,2025-08-03,,29,5,27.55
101912,1912,Enterprise,Annual,Active,2020-02-01,,199,0,199.0
101913,1913,Pro,Annual,Active,2022-05-21,,79,5,75.05
101914,1914,Pro,Annual,Active,2020-08-29,,79,10,71.1
101915,1915,Starter,Monthly,Active,2025-10-02,,29,0,29.0
101916,1916,Starter,Monthly,Active,2024-01-11,,29,0,29.0
101917,1917,Starter,Monthly,Cancelled,2022-05-21,2026-01-21,29,10,26.1
101918,1918,Enterprise,Annual,Active,2020-02-01,,199,0,199.0
101919,1919,Starter,Monthly,Active,2024-01-11,,29,0,29.0
101920,1920,Starter,Monthly,Cancelled,2025-12-01,2026-01-01,29,0,29.0
101921,1921,Starter,Monthly,Active,2024-03-11,,29,0,29.0
101922,1922,Enterprise,Annual,Active,2020-04-01,,199,5,189.05
101923,1923,Starter,Monthly,Active,2023-12-12,,29,5,27.55
101924,1924,Enterprise,Annual,Active,2022-12-17,,199,0,199.0
101925,1925,Starter,Monthly,Active,2024-03-11,,29,15,24.65
101926,1926,Enterprise,Annual,Active,2021-02-25,,199,0,199.0
101927,1927,Starter,Monthly,Cancelled,2021-12-22,2026-01-22,29,15,24.65
101928,1928,Starter,Monthly,Cancelled,2022-02-20,2026-01-20,29,10,26.1
