user_id,customer_id,gender,senior_citizen,partner,dependents,signup_date,country,industry,company_size,acquisition_channel,device_type
1627,9504-DSHWM,Male,0,No,No,2024-05-10,United States,Retail,SMB,Organic Search,Desktop
1628,5035-BVCXS,Male,0,No,No,2025-02-04,Canada,Healthcare,SMB,LinkedIn,Mobile
1629,6267-DCFFZ,Female,1,Yes,No,2023-07-15,United States,Finance,SMB,Google Ads,Desktop
1630,3533-UVMOM,Male,0,Yes,No,2020-05-31,Canada,Technology,SMB,LinkedIn,Desktop
1631,2439-LYPMQ,Male,1,Yes,No,2022-11-17,India,Retail,Mid-Market,Google Ads,Mobile
1632,4248-QPAVC,Female,1,Yes,No,2024-08-08,United States,Finance,Mid-Market,,Desktop
1633,1899-VXWXM,Male,0,No,No,2022-01-21,Germany,Manufacturing,SMB,LinkedIn,Desktop
1634,1478-VPOAD,Female,0,No,No,2025-12-01,India,Education,Enterprise,,Tablet
1635,9995-HOTOH,Male,0,Yes,Yes,2020-10-28,Australia,Manufacturing,SMB,Partner,Tablet
1636,2988-PLAHS,Female,0,No,No,2025-10-02,United States,Education,Mid-Market,Google Ads,Tablet
1637,1371-OJCEK,Female,0,No,No,2022-01-21,United States,Retail,SMB,Organic Search,Tablet
1638,4999-IEZLT,Male,0,No,No,2020-07-30,United States,Manufacturing,Startup,Partner,Desktop
1639,8883-ANODQ,Female,0,Yes,Yes,2020-05-31,Australia,Education,Startup,Partner,Desktop
1640,4690-LLKUA,Male,1,No,No,2024-08-08,Australia,Healthcare,Mid-Market,Partner,Desktop
1641,2351-RRBUE,Female,0,Yes,Yes,2025-06-04,Canada,Retail,SMB,Google Ads,Mobile
1642,5980-BDHPY,Male,0,Yes,No,2020-02-01,India,Education,Mid-Market,Google Ads,Mobile
1643,1498-DQNRX,Female,0,Yes,No,2023-08-14,Canada,Technology,SMB,LinkedIn,Mobile
1644,9469-WEJBT,Male,0,Yes,No,2022-12-17,United Kingdom,Education,Startup,Referral,Tablet
1645,3331-HQDTW,Female,0,No,No,2023-03-17,United States,Manufacturing,Startup,Partner,Mobile
1646,9490-DFPMD,Female,1,No,No,2022-07-20,India,Healthcare,Mid-Market,LinkedIn,Desktop
1647,2581-VKIRT,Female,0,Yes,Yes,2021-02-25,United States,Finance,Startup,LinkedIn,Desktop
1648,5442-XSDCW,Male,0,Yes,Yes,2025-02-04,India,Finance,Mid-Market,Referral,Desktop
1649,7426-WEIJX,Male,1,Yes,Yes,2021-01-26,India,Education,SMB,LinkedIn,Desktop
1650,2851-MMUTZ,Female,0,No,No,2023-10-13,Germany,Finance,Mid-Market,Referral,Desktop
1651,3049-NDXFL,Female,0,No,No,2025-12-01,United States,Education,Startup,,Mobile
1652,8580-AECUZ,Male,1,No,No,2025-12-01,United States,Healthcare,Startup,Referral,Desktop
1653,3307-TLCUD,Male,0,Yes,No,2024-08-08,United States,Finance,SMB,Email Campaign,Mobile
1654,6625-FLENO,Male,0,Yes,No,2021-03-27,United States,Manufacturing,SMB,Referral,Desktop
1655,2967-MXRAV,Male,0,Yes,Yes,2025-12-01,United States,Manufacturing,Startup,Referral,Tablet
1656,7963-GQRMY,Female,0,Yes,Yes,2025-10-02,Australia,Technology,Enterprise,Email Campaign,Mobile
1657,8189-HBVRW,Female,0,No,No,2021-08-24,United Kingdom,Education,Startup,Referral,Tablet
1658,4163-KIUHY,Male,0,No,No,2023-02-15,United States,Finance,SMB,Google Ads,Desktop
1659,1228-FZFRV,Male,0,Yes,Yes,2021-11-22,United States,Manufacturing,Startup,LinkedIn,Desktop
1660,3500-NSDOA,Male,0,Yes,Yes,2020-05-31,United States,Healthcare,SMB,LinkedIn,Desktop
1661,1171-TYKUR,Male,0,Yes,No,2022-02-20,United Kingdom,Healthcare,SMB,Organic Search,Desktop
1662,3761-FLYZI,Female,1,Yes,No,2020-08-29,Canada,Technology,Startup,Organic Search,Desktop
1663,2058-DCJBE,Male,0,No,No,2025-08-03,Australia,Healthcare,Mid-Market,Email Campaign,Desktop
1664,5364-XYIRR,Male,0,Yes,No,2021-10-23,Canada,Healthcare,SMB,Google Ads,Desktop
1665,4829-AUOAX,Female,0,No,No,2022-03-22,Australia,Finance,Mid-Market,Organic Search,Tablet
1666,1219-NNDDO,Female,0,No,No,2025-04-05,India,Education,Startup,LinkedIn,Desktop
1667,8388-DMKAE,Female,0,No,No,2025-05-05,United States,Retail,SMB,Organic Search,Tablet
1668,4403-BWPAY,Male,0,No,No,2024-11-06,Australia,Healthcare,Startup,Organic Search,Desktop
1669,9659-QEQSY,Female,0,No,No,2022-04-21,United States,Healthcare,Mid-Market,Referral,Desktop
1670,5405-ZMYXQ,Female,0,No,No,2025-05-05,India,Retail,SMB,Organic Search,Desktop
1671,5047-LHVLY,Male,1,No,Yes,2025-12-01,United States,Healthcare,Mid-Market,,Mobile
1672,1442-OKRJE,Male,0,Yes,Yes,2020-07-30,India,Finance,SMB,LinkedIn,Mobile
1673,4737-AQCPU,Male,0,Yes,Yes,2020-02-01,India,Finance,Mid-Market,Email Campaign,Mobile
1674,9158-VCTQB,Female,0,Yes,No,2022-08-19,India,Retail,SMB,Email Campaign,Desktop
1675,2808-CHTDM,Female,0,Yes,Yes,2024-02-10,India,Manufacturing,Startup,Partner,Desktop
1676,6311-UEUME,Female,0,No,No,2023-08-14,United States,Healthcare,Startup,Google Ads,Desktop
1677,0793-TWELN,Female,0,No,No,2025-09-02,United States,Manufacturing,SMB,Partner,
1678,3283-WCWXT,Male,0,Yes,Yes,2025-07-04,United States,Healthcare,SMB,Partner,Tablet
1679,1060-ENTOF,Female,1,Yes,No,2020-06-30,United States,Education,Startup,Referral,Tablet
1680,0999-QXNSA,Male,1,No,Yes,2025-06-04,Germany,Healthcare,Mid-Market,Email Campaign,Desktop
1681,5451-MHQOF,Male,0,Yes,Yes,2021-05-26,United States,Finance,SMB,Google Ads,Mobile
1682,4836-WNFNO,Female,0,Yes,No,2020-02-01,Australia,Technology,SMB,LinkedIn,Mobile
1683,9225-BZLNZ,Male,0,Yes,No,2020-02-01,United Kingdom,Technology,Startup,LinkedIn,Desktop
1684,0354-VXMJC,Male,0,Yes,Yes,2024-02-10,India,Technology,SMB,Google Ads,Desktop
1685,4422-QVIJA,Female,0,No,Yes,2023-02-15,United States,Technology,Startup,Email Campaign,Desktop
1686,9365-SRSZE,Male,1,Yes,No,2023-10-13,India,Manufacturing,Startup,Email Campaign,Mobile
1687,6839-ITVZJ,Female,0,Yes,Yes,2023-11-12,Australia,Manufacturing,Mid-Market,Referral,Desktop
1688,8332-OSJDW,Male,0,Yes,Yes,2025-01-05,Canada,Healthcare,Startup,Referral,Tablet
1689,4735-BJKOU,Female,0,No,No,2022-09-18,United Kingdom,Manufacturing,Startup,Partner,Desktop
1690,0274-JKUJR,Male,0,Yes,Yes,2025-06-04,India,Healthcare,Startup,LinkedIn,Desktop
1691,5740-YHGTW,Male,0,Yes,Yes,2020-04-01,United States,Education,SMB,Referral,Desktop
1692,8917-SZTTJ,Male,0,Yes,Yes,2021-01-26,Canada,Healthcare,Startup,Google Ads,Mobile
1693,1696-MZVAU,Male,0,Yes,Yes,2022-10-18,United States,Technology,Startup,LinkedIn,Mobile
1694,7359-WWYJV,Male,0,Yes,No,2020-02-01,United States,Retail,SMB,Email Campaign,Mobile
1695,0375-HVGXO,Female,0,No,No,2025-12-01,United States,Retail,SMB,,Desktop
1696,4906-ZHGPK,Male,0,Yes,Yes,2021-07-25,United States,Finance,Enterprise,Organic Search,
1697,8593-WHYHV,Male,0,No,No,2025-10-02,United States,Finance,SMB,,Desktop
1698,3795-GWTRD,Female,0,Yes,Yes,2020-10-28,United States,Healthcare,SMB,Referral,Desktop
1699,1298-PHBTI,Male,0,Yes,Yes,2020-03-02,Australia,Retail,SMB,Google Ads,Mobile
1700,6223-DHJGV,Female,0,No,No,2022-07-20,Canada,Technology,Startup,Email Campaign,Desktop
1701,6961-MJKBO,Male,0,No,No,2022-02-20,Australia,Manufacturing,Mid-Market,Email Campaign,Desktop
1702,6097-EQISJ,Female,0,Yes,Yes,2020-07-30,United States,Technology,SMB,Referral,Desktop
1703,4423-YLHDV,Female,0,Yes,No,2024-04-10,United States,Technology,Startup,Referral,Desktop
1704,8158-WPEZG,Male,0,No,No,2025-02-04,Canada,Healthcare,Mid-Market,Referral,Mobile
1705,0107-YHINA,Male,0,No,Yes,2025-12-01,United States,Healthcare,Startup,Organic Search,Mobile
1706,4918-FYJNT,Female,1,Yes,No,2021-06-25,United States,Education,Enterprise,Google Ads,Mobile
1707,0727-BNRLG,Male,0,No,No,2020-05-01,United Kingdom,Technology,Mid-Market,Organic Search,Mobile
1708,4854-CIDCF,Female,1,No,No,2025-10-02,United States,Technology,SMB,Referral,Desktop
1709,8640-SDGKB,Male,0,No,No,2025-09-02,United Kingdom,Healthcare,Startup,Google Ads,Mobile
1710,3280-MRDOF,Male,1,No,No,2023-07-15,Germany,Healthcare,Startup,Referral,Desktop
1711,6435-SRWBJ,Female,0,No,No,2025-08-03,United States,Education,Startup,Google Ads,
1712,9964-WBQDJ,Female,0,Yes,No,2020-03-02,United States,Education,Startup,Email Campaign,Mobile
1713,6303-KFWSL,Female,0,No,No,2023-08-14,India,Finance,SMB,Organic Search,Mobile
1714,1702-CCFNJ,Male,0,Yes,No,2021-09-23,Canada,Retail,Enterprise,Partner,Desktop
1715,8932-CZHRQ,Male,0,No,No,2020-05-31,United States,Technology,SMB,Referral,Tablet
1716,0386-CWRGM,Female,0,Yes,Yes,2022-03-22,Australia,Technology,SMB,Referral,Mobile
1717,5515-RUGKN,Male,0,No,No,2025-05-05,United States,Education,SMB,LinkedIn,Mobile
1718,0404-AHASP,Male,0,Yes,No,2020-02-01,Germany,Education,Mid-Market,Partner,Desktop
1719,7279-NMVJC,Female,0,No,No,2024-08-08,Australia,Finance,Startup,Email Campaign,Desktop
1720,2081-VEYEH,Male,0,No,No,2025-10-02,United States,Retail,SMB,Referral,Desktop
1721,6407-UTSLV,Female,1,No,No,2025-11-01,United States,Finance,Mid-Market,Organic Search,Desktop
1722,4116-TZAQJ,Female,0,No,No,2025-04-05,United States,Retail,Mid-Market,Email Campaign,Mobile
1723,9060-HJJRW,Female,0,No,No,2021-10-23,United States,Manufacturing,Enterprise,Referral,Mobile
1724,2587-YNLES,Female,0,Yes,Yes,2025-07-04,United States,Technology,Mid-Market,Organic Search,Desktop
1725,7398-SKNQZ,Female,0,Yes,No,2025-10-02,Germany,Finance,Startup,LinkedIn,Mobile
1726,5935-FCCNB,Female,1,No,No,2024-08-08,United States,Education,SMB,LinkedIn,Desktop
1727,1958-RNRKS,Male,0,Yes,No,2023-07-15,Canada,Finance,Startup,Organic Search,Desktop
1728,5136-RGMZO,Male,0,No,No,2023-06-15,Australia,Manufacturing,SMB,Email Campaign,Tablet
1729,8345-MVDYC,Female,0,No,No,2022-04-21,India,Finance,SMB,Organic Search,Mobile
1730,8226-BXGES,Male,0,Yes,No,2020-09-28,United Kingdom,Technology,SMB,Partner,Desktop
1731,3877-JRJIP,Male,0,No,No,2025-12-01,United States,Manufacturing,Enterprise,Organic Search,Desktop
1732,8375-DKEBR,Female,1,No,No,2025-12-01,United Kingdom,Education,SMB,LinkedIn,
1733,9705-IOVQQ,Male,1,Yes,Yes,2020-12-27,Canada,Education,Startup,LinkedIn,Desktop
1734,1015-OWJKI,Male,0,No,No,2025-12-01,United States,Healthcare,Startup,LinkedIn,Desktop
1735,7511-YMXVQ,Male,0,No,No,2025-04-05,United States,Manufacturing,Mid-Market,Partner,Desktop
1736,2040-XBAVJ,Male,0,Yes,Yes,2020-02-01,India,Healthcare,Startup,Referral,Mobile
1737,7551-JOHTI,Female,0,No,No,2025-12-01,United States,Healthcare,Startup,Partner,Desktop
1738,8887-IPQNC,Female,0,Yes,No,2025-06-04,United States,Technology,Startup,Referral,Desktop
1739,8646-JCOMS,Female,0,Yes,No,2020-07-30,United States,Finance,SMB,Partner,Mobile
1740,9804-ICWBG,Male,0,No,No,2025-12-01,United States,Education,Startup,Google Ads,Tablet
1741,1222-KJNZD,Male,0,Yes,Yes,2022-09-18,India,Education,Enterprise,Referral,Tablet
1742,0106-GHRQR,Male,0,No,No,2024-09-07,Germany,Finance,Enterprise,Email Campaign,Mobile
1743,5318-IXUZF,Female,0,No,No,2025-11-01,India,Education,Enterprise,Email Campaign,Desktop
1744,3768-VHXQO,Male,0,Yes,No,2020-06-30,United States,Finance,Startup,LinkedIn,Desktop
1745,8952-WCVCD,Female,0,Yes,No,2022-08-19,United States,Manufacturing,Enterprise,Partner,Mobile
1746,2418-TPEUN,Female,0,Yes,Yes,2021-05-26,Canada,Technology,Enterprise,,Mobile
1747,3963-RYFNS,Female,0,No,No,2020-02-01,United States,Technology,Enterprise,LinkedIn,Mobile
1748,3198-VELRD,Female,0,Yes,Yes,2025-10-02,United States,Technology,SMB,Organic Search,Desktop
1749,8540-ZQGEA,Female,0,Yes,No,2021-07-25,India,Finance,Mid-Market,Partner,Desktop
1750,1320-REHCS,Male,1,No,No,2021-09-23,United States,Finance,Startup,LinkedIn,Mobile
1751,4137-JOPHL,Female,0,No,No,2021-11-22,Canada,Retail,Mid-Market,LinkedIn,Desktop
1752,9436-ZBZCT,Male,0,No,No,2024-11-06,United States,Education,Startup,Email Campaign,Mobile
1753,7801-CEDNV,Male,0,Yes,No,2023-10-13,United States,Education,Startup,Organic Search,Tablet
1754,2057-BOYKM,Female,1,Yes,No,2020-02-01,United States,Retail,Enterprise,Google Ads,Mobile
1755,3658-QQJYD,Male,0,No,No,2020-11-27,Australia,Retail,SMB,Google Ads,Desktop
1756,1803-BGNBD,Female,0,No,No,2025-01-05,India,Technology,Startup,LinkedIn,Desktop
1757,0134-XWXCE,Female,1,No,No,2022-05-21,Australia,Retail,Enterprise,Partner,Desktop
1758,6950-TWMYB,Male,0,Yes,Yes,2021-07-25,Canada,Finance,Enterprise,LinkedIn,Mobile
1759,5848-FHRFC,Female,0,No,No,2020-05-31,United States,Healthcare,Startup,Email Campaign,Desktop
1760,2243-FNMMI,Male,0,No,No,2024-05-10,Canada,Finance,Mid-Market,,Desktop
1761,2511-MORQY,Male,0,Yes,Yes,2021-11-22,Canada,Retail,SMB,LinkedIn,Desktop
1762,5356-KZCKT,Male,0,No,No,2021-03-27,India,Education,SMB,Partner,Desktop
1763,9470-XCCEM,Male,0,Yes,Yes,2023-02-15,United States,Finance,Startup,Google Ads,Tablet
1764,6519-CFDBX,Female,0,No,No,2025-11-01,Canada,Education,Startup,Organic Search,Mobile
1765,3902-MIVLE,Male,0,Yes,Yes,2020-10-28,United States,Finance,Startup,LinkedIn,Desktop
1766,0409-WTMPL,Female,0,Yes,No,2021-03-27,United States,Education,Startup,Organic Search,Tablet
1767,8763-KIAFH,Female,0,Yes,Yes,2023-10-13,Germany,Manufacturing,Enterprise,Email Campaign,Mobile
1768,3669-WHAFY,Female,0,Yes,No,2020-03-02,Canada,Finance,SMB,Google Ads,Mobile
1769,3055-VTCGS,Female,0,No,No,2020-10-28,United States,Education,Mid-Market,,Mobile
1770,3144-KMTWZ,Male,0,Yes,No,2020-03-02,United States,Healthcare,Mid-Market,Organic Search,Mobile
1771,7279-BUYWN,Female,1,No,No,2022-08-19,Canada,Technology,Startup,Google Ads,Desktop
1772,7156-MHUGY,Male,1,No,No,2024-12-06,India,Finance,Enterprise,LinkedIn,
1773,7198-GLXTC,Male,0,No,No,2025-11-01,India,Healthcare,Mid-Market,Partner,Mobile
1774,2007-QVGAW,Female,0,Yes,Yes,2020-05-31,Australia,Technology,Startup,Partner,Desktop
1775,5207-PLSTK,Male,0,Yes,Yes,2025-12-01,India,Finance,Startup,Referral,Desktop
1776,2307-FYNNL,Male,1,No,No,2020-08-29,United States,Healthcare,Mid-Market,Organic Search,Desktop
1777,5605-XNWEN,Male,1,Yes,No,2020-02-01,Germany,Healthcare,Mid-Market,Google Ads,Desktop
1778,2155-AMQRX,Female,0,No,No,2023-09-13,United States,Manufacturing,Mid-Market,Organic Search,Desktop
1779,6181-AXXYF,Male,0,Yes,Yes,2020-02-01,United States,Healthcare,Startup,LinkedIn,Mobile
1780,5091-HFAZW,Female,0,No,No,2025-11-01,India,Manufacturing,Startup,,Desktop
1781,0516-VRYBW,Female,0,No,Yes,2024-07-09,United States,Retail,SMB,Partner,Desktop
1782,2519-LBNQL,Male,1,Yes,No,2021-01-26,Australia,Education,SMB,Partner,Tablet
1783,8623-ULFNQ,Female,1,No,No,2023-11-12,Canada,Technology,Startup,Google Ads,Mobile
1784,8380-PEFPE,Male,0,No,Yes,2025-12-01,United Kingdom,Education,SMB,Email Campaign,Desktop
1785,5687-DKDTV,Female,0,No,No,2025-09-02,Germany,Education,SMB,Organic Search,Desktop
1786,1568-LJSZU,Male,0,Yes,Yes,2020-05-31,India,Manufacturing,Mid-Market,Organic Search,Mobile
1787,7530-HDYDS,Female,0,No,No,2022-11-17,United Kingdom,Education,Startup,LinkedIn,Mobile
1788,7789-HKSBS,Female,1,Yes,No,2022-07-20,United Kingdom,Healthcare,SMB,Organic Search,Desktop
1789,7416-CKTEP,Female,0,Yes,No,2021-04-26,United States,Manufacturing,Mid-Market,Google Ads,Tablet
1790,2586-CWXVV,Male,0,Yes,No,2021-07-25,Canada,Education,Enterprise,Referral,Mobile
1791,3096-IZETN,Female,0,No,No,2025-01-05,United States,Manufacturing,Startup,,Mobile
1792,2348-KCJLT,Female,0,Yes,No,2022-05-21,Germany,Retail,Startup,LinkedIn,Desktop
1793,8401-EMUWF,Male,0,Yes,Yes,2022-07-20,Canada,Manufacturing,Enterprise,Partner,Desktop
1794,4193-IBKSW,Male,0,Yes,Yes,2020-02-01,Germany,Finance,SMB,Partner,Desktop
1795,5377-NDTOU,Female,0,Yes,Yes,2020-03-02,United States,Healthcare,Mid-Market,Partner,Desktop
1796,5922-ABDVO,Female,0,Yes,No,2024-06-09,United States,Technology,SMB,Referral,Desktop
1797,2474-LCNUE,Female,0,Yes,No,2024-02-10,Germany,Finance,Startup,Organic Search,Desktop
1798,0839-QNXME,Female,0,No,No,2023-07-15,United States,Finance,SMB,Email Campaign,Mobile
1799,3506-OVLKD,Male,0,No,No,2023-02-15,United States,Finance,SMB,Partner,Desktop
1800,9172-ANCRX,Female,0,No,No,2025-03-06,United States,Education,SMB,Google Ads,Desktop
1801,6650-VJONK,Male,0,No,No,2025-12-01,Australia,Manufacturing,Startup,Partner,Tablet
1802,2178-PMGCJ,Male,0,No,No,2024-03-11,Germany,Manufacturing,Enterprise,Partner,Desktop
1803,7492-TAFJD,Male,0,Yes,Yes,2025-06-04,United States,Education,SMB,Organic Search,Desktop
1804,2773-MADBQ,Female,0,No,No,2023-01-16,United States,Healthcare,SMB,Google Ads,Mobile
1805,6016-LVTJQ,Female,0,Yes,Yes,2023-03-17,United States,Education,Mid-Market,Organic Search,Tablet
1806,7860-KSUGX,Male,0,Yes,Yes,2020-02-01,India,Education,SMB,Partner,Mobile
1807,8966-KZXXA,Male,0,Yes,Yes,2023-01-16,Germany,Education,Mid-Market,Organic Search,Desktop
1808,6910-HADCM,Female,0,No,No,2025-12-01,United States,Healthcare,Enterprise,Organic Search,Tablet
1809,4816-LXZYW,Female,0,No,No,2024-02-10,United States,Healthcare,SMB,LinkedIn,Desktop
1810,9606-PBKBQ,Male,1,Yes,No,2023-05-16,United States,Retail,SMB,Referral,Mobile
1811,5149-QYTTU,Female,0,Yes,Yes,2020-03-02,Germany,Retail,Enterprise,Email Campaign,Desktop
1812,2070-XYMFH,Female,1,No,No,2024-02-10,India,Retail,Startup,Referral,Mobile
1813,2085-BOJKI,Male,0,Yes,No,2024-08-08,United States,Retail,Startup,Referral,Desktop
1814,0817-HSUSE,Male,0,No,No,2025-12-01,United States,Manufacturing,Enterprise,Google Ads,Mobile
1815,5442-PPTJY,Male,0,Yes,Yes,2025-01-05,United States,Finance,Mid-Market,LinkedIn,Mobile
1816,1927-QEWMY,Female,0,Yes,No,2020-02-01,Australia,Finance,Enterprise,LinkedIn,Desktop
1817,1663-MHLHE,Male,0,No,No,2025-12-01,United States,Retail,Startup,Organic Search,Desktop
1818,5663-QBGIS,Male,1,Yes,No,2020-02-01,India,Retail,Startup,Referral,Mobile
1819,4450-MDZFX,Male,0,Yes,Yes,2021-01-26,United Kingdom,Technology,Startup,Email Campaign,Desktop
1820,6701-DHKWQ,Female,0,Yes,Yes,2020-12-27,United States,Finance,SMB,Google Ads,Desktop
1821,7554-AKDQF,Female,0,Yes,No,2025-07-04,United States,Technology,SMB,LinkedIn,Mobile
1822,3536-IQCTX,Male,1,Yes,No,2023-05-16,United States,Technology,SMB,Organic Search,Tablet
1823,4911-BANWH,Female,0,No,Yes,2023-06-15,United Kingdom,Education,Startup,Email Campaign,Desktop
1824,8496-EJAUI,Male,0,No,No,2024-06-09,India,Manufacturing,SMB,Referral,Desktop
1825,0794-YVSGE,Male,0,Yes,Yes,2020-02-01,United Kingdom,Healthcare,SMB,Email Campaign,Desktop
1826,5423-BHIXO,Female,0,No,No,2023-05-16,Canada,Finance,Startup,LinkedIn,Desktop
1827,6908-VVYHM,Male,0,Yes,No,2020-08-29,United States,Retail,Enterprise,Google Ads,Desktop
1828,2959-EEXWB,Female,0,Yes,Yes,2022-04-21,Australia,Retail,Startup,Referral,
1829,1839-UMACK,Male,0,No,No,2022-07-20,India,Healthcare,Mid-Market,Google Ads,Mobile
1830,3030-YDNRM,Male,0,No,No,2025-05-05,United States,Finance,Mid-Market,Partner,Desktop
1831,7321-KKSDU,Male,0,No,Yes,2023-05-16,Australia,Retail,SMB,Email Campaign,Mobile
1832,3402-XRIUO,Female,1,Yes,No,2024-03-11,United Kingdom,Retail,Startup,Email Campaign,Desktop
1833,3132-TVFDZ,Male,1,Yes,No,2021-04-26,United Kingdom,Education,Startup,Organic Search,Desktop
1834,8286-AFUYI,Male,0,No,No,2025-12-01,Germany,Technology,Mid-Market,,Desktop
1835,8080-DDEMJ,Male,1,No,No,2025-12-01,India,Retail,Startup,Email Campaign,Desktop
1836,8356-WUAOJ,Female,0,Yes,No,2025-12-01,Germany,Manufacturing,Mid-Market,LinkedIn,Desktop
1837,6365-MTGZX,Male,0,No,No,2024-01-11,United States,Finance,Enterprise,Partner,Mobile
1838,1349-WXNGG,Male,0,No,No,2025-12-01,United States,Manufacturing,Enterprise,LinkedIn,
1839,8058-DMYRU,Male,1,No,No,2021-07-25,Australia,Healthcare,SMB,Google Ads,Mobile
1840,9350-ZXYJC,Female,0,No,No,2025-09-02,United States,Education,Mid-Market,Partner,Desktop
1841,6990-YNRIO,Male,0,Yes,Yes,2020-08-29,United States,Finance,Enterprise,Partner,Desktop
1842,8958-JPTRR,Female,0,Yes,No,2021-05-26,United States,Education,SMB,LinkedIn,Mobile
1843,6959-GQEGV,Male,0,No,No,2022-04-21,United States,Technology,Startup,Email Campaign,Desktop
1844,3173-WSSUE,Female,0,Yes,Yes,2020-03-02,United Kingdom,Retail,Startup,LinkedIn,Mobile
1845,1265-HVPZB,Male,0,Yes,No,2021-02-25,Australia,Finance,Startup,Referral,Mobile
1846,4115-UMJFQ,Male,0,No,No,2020-05-01,United States,Healthcare,Mid-Market,Google Ads,Mobile
1847,7369-TRPFD,Male,0,No,No,2024-06-09,United States,Technology,SMB,Partner,Desktop
1848,1098-KFQEC,Female,0,Yes,Yes,2021-06-25,United States,Technology,Mid-Market,Referral,Tablet
1849,7190-XHTWJ,Female,0,No,No,2022-11-17,India,Education,Mid-Market,Email Campaign,Mobile
1850,0621-TWIEM,Male,0,No,No,2025-03-06,United Kingdom,Technology,SMB,Email Campaign,Mobile
1851,3537-RYBHH,Female,1,Yes,No,2022-02-20,United States,Finance,SMB,LinkedIn,Mobile
1852,2485-ITVKB,Female,0,Yes,No,2025-11-01,India,Education,Startup,Organic Search,Desktop
1853,3669-OYSJI,Male,0,No,No,2025-12-01,India,Technology,Mid-Market,Partner,
1854,1612-EOHDH,Female,0,No,No,2025-12-01,India,Healthcare,SMB,Partner,Mobile
1855,6702-OHFWR,Male,1,No,No,2025-12-01,Australia,Manufacturing,SMB,Organic Search,Desktop
1856,5296-BFCYD,Male,0,Yes,Yes,2022-03-22,United States,Finance,Startup,Email Campaign,Desktop
1857,4510-PYUSH,Female,1,No,No,2022-11-17,India,Healthcare,Enterprise,Email Campaign,Desktop
1858,9359-JANWS,Female,0,Yes,No,2020-08-29,Canada,Healthcare,Enterprise,Partner,Desktop
1859,7517-SAWMO,Female,0,Yes,No,2024-06-09,India,Education,SMB,Google Ads,Mobile
1860,4143-HHPMK,Male,0,No,No,2021-09-23,Germany,Retail,SMB,Partner,Tablet
1861,3279-DYZQM,Male,0,Yes,Yes,2020-03-02,India,Education,Mid-Market,Email Campaign,Desktop
1862,7054-LGEQW,Female,0,No,No,2025-12-01,Germany,Finance,Startup,Email Campaign,Mobile
1863,0523-VNGTF,Female,1,No,No,2021-09-23,United States,Finance,Startup,Google Ads,Mobile
1864,9575-IWCAZ,Male,0,Yes,No,2025-07-04,Canada,Education,SMB,Referral,Mobile
1865,7105-MXJLL,Female,1,Yes,No,2023-11-12,Australia,Retail,Startup,Referral,Desktop
1866,7064-FRRSW,Male,1,No,No,2022-01-21,Australia,Education,SMB,Google Ads,Mobile
1867,7940-UQQUG,Female,0,Yes,Yes,2020-09-28,United States,Finance,SMB,Google Ads,Tablet
1868,0923-PNFUB,Female,0,No,No,2025-10-02,United States,Retail,SMB,Referral,Desktop
1869,3961-SXAXY,Male,0,No,No,2025-12-01,United States,Finance,Startup,Referral,Mobile
1870,7010-BRBUU,Male,0,Yes,Yes,2020-02-01,Germany,Retail,SMB,Referral,Tablet
1871,3566-HJGPK,Male,0,No,No,2025-12-01,India,Retail,Startup,Referral,Mobile
1872,3062-ICYZQ,Female,0,Yes,Yes,2021-10-23,United States,Education,SMB,Partner,Mobile
1873,9938-PRCVK,Female,0,Yes,Yes,2022-08-19,Canada,Education,SMB,Partner,Tablet
1874,0973-KYVNF,Female,0,Yes,Yes,2020-02-01,India,Education,Enterprise,LinkedIn,Desktop
1875,5129-HHMZC,Female,0,Yes,No,2022-06-20,Germany,Retail,Startup,Google Ads,Mobile
1876,9637-CDTKZ,Male,0,Yes,No,2020-02-01,Canada,Retail,Mid-Market,Organic Search,Desktop
1877,3946-JEWRQ,Male,0,Yes,No,2022-02-20,United Kingdom,Finance,Startup,LinkedIn,Desktop
1878,7873-CVMAW,Male,0,No,No,2020-02-01,Canada,Healthcare,SMB,Organic Search,Desktop
1879,0463-WZZKO,Male,0,No,No,2025-10-02,United States,Education,SMB,Organic Search,Desktop
1880,3494-JCHRQ,Male,0,No,No,2025-12-01,United Kingdom,Manufacturing,SMB,Email Campaign,Desktop
1881,6474-FVJLC,Male,0,No,No,2025-11-01,Germany,Finance,Mid-Market,Google Ads,Desktop
1882,4524-QCSSM,Male,0,No,No,2023-11-12,India,Finance,SMB,Partner,Desktop
1883,5832-EXGTT,Male,0,Yes,Yes,2023-08-14,United Kingdom,Technology,Startup,LinkedIn,Desktop
1884,8840-DQLGN,Female,1,Yes,No,2023-02-15,India,Education,Mid-Market,Google Ads,Mobile
1885,2039-JONDJ,Male,0,No,No,2023-10-13,United States,Finance,Startup,,Desktop
1886,7217-JYHOQ,Male,0,Yes,Yes,2024-01-11,Canada,Technology,Startup,Google Ads,Desktop
1887,6695-FRVEC,Male,0,Yes,Yes,2020-06-30,United States,Manufacturing,Startup,Organic Search,Mobile
1888,4547-LYTDD,Female,0,No,No,2024-09-07,United States,Manufacturing,Startup,Partner,Desktop
1889,9894-QMIMJ,Female,0,No,No,2024-02-10,Germany,Education,SMB,,Tablet
1890,8069-YQQAJ,Male,0,No,No,2024-11-06,Australia,Retail,SMB,Google Ads,Mobile
