payment_id,subscription_id,payment_date,amount,payment_status,refund_flag
509588,101219,2024-12-11,29.0,Paid,False
509589,101219,2025-01-11,29.0,Paid,False
509590,101219,2025-02-11,29.0,Refunded,True
509591,101219,2025-03-11,29.0,Paid,False
509592,101219,2025-04-11,29.0,Paid,False
509593,101219,2025-05-11,29.0,Paid,False
509594,101219,2025-06-11,29.0,Paid,False
509595,101219,2025-07-11,29.0,Paid,False
509596,101219,2025-08-11,29.0,Paid,False
509597,101219,2025-09-11,29.0,Paid,False
509598,101219,2025-10-11,29.0,Paid,False
509599,101219,2025-11-11,29.0,Paid,False
509600,101219,2025-12-11,29.0,Paid,False
509601,101220,2024-01-01,27.55,Paid,False
509602,101220,2024-02-01,27.55,Paid,False
509603,101220,2024-03-01,27.55,Paid,False
509604,101220,2024-04-01,27.55,Paid,False
509605,101220,2024-05-01,27.55,Paid,False
509606,101220,2024-06-01,27.55,Paid,False
509607,101220,2024-07-01,27.55,Failed,False
509608,101220,2024-08-01,27.55,Paid,False
509609,101220,2024-09-01,27.55,Paid,False
509610,101220,2024-10-01,27.55,Paid,False
509611,101220,2024-11-01,27.55,Paid,False
509612,101220,2024-12-01,27.55,Paid,False
509613,101220,2025-01-01,27.55,Paid,False
509614,101220,2025-02-01,27.55,Paid,False
509615,101220,2025-03-01,27.55,Paid,False
509616,101220,2025-04-01,27.55,Paid,False
509617,101220,2025-05-01,27.55,Paid,False
509618,101220,2025-06-01,27.55,Refunded,True
509619,101220,2025-07-01,27.55,Paid,False
509620,101220,2025-08-01,27.55,Paid,False
509621,101220,2025-09-01,27.55,Paid,False
509622,101220,2025-10-01,27.55,Paid,False
509623,101220,2025-11-01,27.55,Paid,False
509624,101220,2025-12-01,27.55,Paid,False
509625,101221,2024-08-08,26.1,Paid,False
509626,101221,2024-09-08,26.1,Paid,False
509627,101221,2024-10-08,26.1,Failed,False
509628,101221,2024-11-08,26.1,Paid,False
509629,101221,2024-12-08,26.1,Paid,False
509630,101221,2025-01-08,26.1,Paid,False
509631,101221,2025-02-08,26.1,Paid,False
509632,101221,2025-03-08,26.1,Paid,False
509633,101221,2025-04-08,26.1,Paid,False
509634,101221,2025-05-08,26.1,Paid,False
509635,101221,2025-06-08,26.1,Paid,False
509636,101221,2025-07-08,26.1,Paid,False
509637,101221,2025-08-08,26.1,Paid,False
509638,101221,2025-09-08,26.1,Paid,False
509639,101221,2025-10-08,26.1,Paid,False
509640,101221,2025-11-08,26.1,Paid,False
509641,101221,2025-12-08,26.1,Paid,False
509642,101222,2025-04-05,29.0,Paid,False
509643,101222,2025-05-05,29.0,Paid,False
509644,101222,2025-06-05,29.0,Paid,False
509645,101222,2025-07-05,29.0,Paid,False
509646,101222,2025-08-05,29.0,Failed,False
509647,101222,2025-09-05,29.0,Paid,False
509648,101222,2025-10-05,29.0,Failed,False
509649,101222,2025-11-05,29.0,Paid,False
509650,101222,2025-12-05,29.0,Paid,False
509651,101223,2024-01-01,199.0,Paid,False
509652,101223,2025-01-01,199.0,Paid,False
509653,101224,2025-11-01,29.0,Paid,False
509654,101224,2025-12-01,29.0,Paid,False
509655,101225,2025-12-01,27.55,Paid,False
509656,101226,2024-09-07,29.0,Paid,False
509657,101226,2024-10-07,29.0,Paid,False
509658,101226,2024-11-07,29.0,Paid,False
509659,101226,2024-12-07,29.0,Paid,False
509660,101226,2025-01-07,29.0,Paid,False
509661,101226,2025-02-07,29.0,Paid,False
509662,101226,2025-03-07,29.0,Paid,False
509663,101226,2025-04-07,29.0,Paid,False
509664,101226,2025-05-07,29.0,Paid,False
509665,101226,2025-06-07,29.0,Paid,False
509666,101226,2025-07-07,29.0,Paid,False
509667,101226,2025-08-07,29.0,Paid,False
509668,101226,2025-09-07,29.0,Paid,False
509669,101226,2025-10-07,29.0,Paid,False
509670,101226,2025-11-07,29.0,Paid,False
509671,101226,2025-12-07,29.0,Paid,False
509672,101227,2024-01-01,199.0,Paid,False
509673,101227,2025-01-01,199.0,Paid,False
509674,101228,2024-01-01,79.0,Paid,False
509675,101228,2025-01-01,79.0,Paid,False
509676,101229,2024-01-01,29.0,Paid,False
509677,101229,2024-02-01,29.0,Paid,False
509678,101229,2024-03-01,29.0,Paid,False
509679,101229,2024-04-01,29.0,Paid,False
509680,101229,2024-05-01,29.0,Paid,False
509681,101229,2024-06-01,29.0,Paid,False
509682,101229,2024-07-01,29.0,Paid,False
509683,101229,2024-08-01,29.0,Paid,False
509684,101229,2024-09-01,29.0,Paid,False
509685,101229,2024-10-01,29.0,Paid,False
509686,101229,2024-11-01,29.0,Paid,False
509687,101229,2024-12-01,29.0,Paid,False
509688,101229,2025-01-01,29.0,Paid,False
509689,101229,2025-02-01,29.0,Paid,False
509690,101229,2025-03-01,29.0,Paid,False
509691,101229,2025-04-01,29.0,Paid,False
509692,101229,2025-05-01,29.0,Paid,False
509693,101229,2025-06-01,29.0,Paid,False
509694,101229,2025-07-01,29.0,Paid,False
509695,101229,2025-08-01,29.0,Paid,False
509696,101229,2025-09-01,29.0,Failed,False
509697,101229,2025-10-01,29.0,Paid,False
509698,101229,2025-11-01,29.0,Paid,False
509699,101229,2025-12-01,29.0,Paid,False
509700,101230,2024-01-01,199.0,Paid,False
509701,101230,2025-01-01,199.0,Paid,False
509702,101231,2024-01-01,29.0,Paid,False
509703,101231,2024-02-01,29.0,Paid,False
509704,101231,2024-03-01,29.0,Paid,False
509705,101231,2024-04-01,29.0,Paid,False
509706,101231,2024-05-01,29.0,Paid,False
509707,101231,2024-06-01,29.0,Paid,False
509708,101231,2024-07-01,29.0,Paid,False
509709,101231,2024-08-01,29.0,Paid,False
509710,101231,2024-09-01,29.0,Paid,False
509711,101231,2024-10-01,29.0,Paid,False
509712,101231,2024-11-01,29.0,Paid,False
509713,101231,2024-12-01,29.0,Failed,False
509714,101231,2025-01-01,29.0,Paid,False
509715,101231,2025-02-01,29.0,Paid,False
509716,101231,2025-03-01,29.0,Paid,False
509717,101231,2025-04-01,29.0,Paid,False
509718,101231,2025-05-01,29.0,Paid,False
509719,101231,2025-06-01,29.0,Paid,False
509720,101231,2025-07-01,29.0,Paid,False
509721,101231,2025-08-01,29.0,Paid,False
509722,101231,2025-09-01,29.0,Paid,False
509723,101231,2025-10-01,29.0,Paid,False
509724,101231,2025-11-01,29.0,Refunded,True
509725,101231,2025-12-01,29.0,Paid,False
509726,101232,2024-05-10,27.55,Paid,False
509727,101232,2024-06-10,27.55,Paid,False
509728,101232,2024-07-10,27.55,Paid,False
509729,101232,2024-08-10,27.55,Paid,False
509730,101232,2024-09-10,27.55,Paid,False
509731,101232,2024-10-10,27.55,Paid,False
509732,101232,2024-11-10,27.55,Paid,False
509733,101232,2024-12-10,27.55,Paid,False
509734,101232,2025-01-10,27.55,Paid,False
509735,101232,2025-02-10,27.55,Paid,False
509736,101232,2025-03-10,27.55,Paid,False
509737,101232,2025-04-10,27.55,Paid,False
509738,101232,2025-05-10,27.55,Paid,False
509739,101232,2025-06-10,27.55,Paid,False
509740,101232,2025-07-10,27.55,Paid,False
509741,101232,2025-08-10,27.55,Paid,False
509742,101232,2025-09-10,27.55,Paid,False
509743,101232,2025-10-10,27.55,Paid,False
509744,101232,2025-11-10,27.55,Paid,False
509745,101232,2025-12-10,27.55,Paid,False
509746,101233,2024-01-01,29.0,Paid,False
509747,101233,2024-02-01,29.0,Paid,False
509748,101233,2024-03-01,29.0,Paid,False
509749,101233,2024-04-01,29.0,Paid,False
509750,101233,2024-05-01,29.0,Paid,False
509751,101233,2024-06-01,29.0,Paid,False
509752,101233,2024-07-01,29.0,Failed,False
509753,101233,2024-08-01,29.0,Paid,False
509754,101233,2024-09-01,29.0,Paid,False
509755,101233,2024-10-01,29.0,Paid,False
509756,101233,2024-11-01,29.0,Paid,False
509757,101233,2024-12-01,29.0,Paid,False
509758,101233,2025-01-01,29.0,Paid,False
509759,101233,2025-02-01,29.0,Paid,False
509760,101233,2025-03-01,29.0,Paid,False
509761,101233,2025-04-01,29.0,Paid,False
509762,101233,2025-05-01,29.0,Paid,False
509763,101233,2025-06-01,29.0,Paid,False
509764,101233,2025-07-01,29.0,Paid,False
509765,101233,2025-08-01,29.0,Paid,False
509766,101233,2025-09-01,29.0,Paid,False
509767,101233,2025-10-01,29.0,Paid,False
509768,101233,2025-11-01,29.0,Paid,False
509769,101233,2025-12-01,29.0,Paid,False
509770,101234,2024-01-01,199.0,Failed,False
509771,101234,2025-01-01,199.0,Paid,False
509772,101235,2024-01-01,67.15,Paid,False
509773,101235,2025-01-01,67.15,Paid,False
509774,101236,2024-01-01,75.05,Paid,False
509775,101236,2025-01-01,75.05,Paid,False
509776,101237,2025-10-02,29.0,Paid,False
509777,101237,2025-11-02,29.0,Paid,False
509778,101237,2025-12-02,29.0,Paid,False
509779,101238,2024-12-06,79.0,Paid,False
509780,101238,2025-12-06,79.0,Paid,False
509781,101239,2024-09-07,29.0,Paid,False
509782,101239,2024-10-07,29.0,Paid,False
509783,101239,2024-11-07,29.0,Paid,False
509784,101239,2024-12-07,29.0,Paid,False
509785,101239,2025-01-07,29.0,Paid,False
509786,101239,2025-02-07,29.0,Paid,False
509787,101239,2025-03-07,29.0,Paid,False
509788,101239,2025-04-07,29.0,Paid,False
509789,101239,2025-05-07,29.0,Paid,False
509790,101239,2025-06-07,29.0,Paid,False
509791,101239,2025-07-07,29.0,Paid,False
509792,101239,2025-08-07,29.0,Paid,False
509793,101239,2025-09-07,29.0,Paid,False
509794,101239,2025-10-07,29.0,Paid,False
509795,101239,2025-11-07,29.0,Paid,False
509796,101239,2025-12-07,29.0,Paid,False
509797,101240,2025-10-02,29.0,Paid,False
509798,101240,2025-11-02,29.0,Paid,False
509799,101240,2025-12-02,29.0,Paid,False
509800,101241,2024-01-01,27.55,Paid,False
509801,101241,2024-02-01,27.55,Paid,False
509802,101241,2024-03-01,27.55,Paid,False
509803,101241,2024-04-01,27.55,Paid,False
509804,101241,2024-05-01,27.55,Paid,False
509805,101241,2024-06-01,27.55,Paid,False
509806,101241,2024-07-01,27.55,Paid,False
509807,101241,2024-08-01,27.55,Paid,False
509808,101241,2024-09-01,27.55,Paid,False
509809,101241,2024-10-01,27.55,Paid,False
509810,101241,2024-11-01,27.55,Paid,False
509811,101241,2024-12-01,27.55,Paid,False
509812,101241,2025-01-01,27.55,Paid,False
509813,101241,2025-02-01,27.55,Paid,False
509814,101241,2025-03-01,27.55,Paid,False
509815,101241,2025-04-01,27.55,Paid,False
509816,101241,2025-05-01,27.55,Paid,False
509817,101241,2025-06-01,27.55,Paid,False
509818,101241,2025-07-01,27.55,Paid,False
509819,101241,2025-08-01,27.55,Paid,False
509820,101241,2025-09-01,27.55,Failed,False
509821,101241,2025-10-01,27.55,Refunded,True
509822,101241,2025-11-01,27.55,Paid,False
509823,101241,2025-12-01,27.55,Paid,False
509824,101242,2024-01-01,29.0,Paid,False
509825,101242,2024-02-01,29.0,Paid,False
509826,101242,2024-03-01,29.0,Paid,False
509827,101242,2024-04-01,29.0,Paid,False
509828,101242,2024-05-01,29.0,Paid,False
509829,101242,2024-06-01,29.0,Paid,False
509830,101242,2024-07-01,29.0,Paid,False
509831,101242,2024-08-01,29.0,Paid,False
509832,101242,2024-09-01,29.0,Paid,False
509833,101242,2024-10-01,29.0,Paid,False
509834,101242,2024-11-01,29.0,Paid,False
509835,101242,2024-12-01,29.0,Paid,False
509836,101242,2025-01-01,29.0,Paid,False
509837,101242,2025-02-01,29.0,Paid,False
509838,101242,2025-03-01,29.0,Paid,False
509839,101242,2025-04-01,29.0,Paid,False
509840,101242,2025-05-01,29.0,Paid,False
509841,101242,2025-06-01,29.0,Paid,False
509842,101242,2025-07-01,29.0,Paid,False
509843,101242,2025-08-01,29.0,Paid,False
509844,101242,2025-09-01,29.0,Paid,False
509845,101242,2025-10-01,29.0,Paid,False
509846,101242,2025-11-01,29.0,Paid,False
509847,101242,2025-12-01,29.0,Paid,False
509848,101243,2024-04-10,27.55,Paid,False
509849,101243,2024-05-10,27.55,Paid,False
509850,101243,2024-06-10,27.55,Paid,False
509851,101243,2024-07-10,27.55,Paid,False
509852,101243,2024-08-10,27.55,Paid,False
509853,101243,2024-09-10,27.55,Paid,False
509854,101243,2024-10-10,27.55,Paid,False
509855,101243,2024-11-10,27.55,Paid,False
509856,101243,2024-12-10,27.55,Paid,False
509857,101243,2025-01-10,27.55,Paid,False
509858,101243,2025-02-10,27.55,Paid,False
509859,101243,2025-03-10,27.55,Paid,False
509860,101243,2025-04-10,27.55,Paid,False
509861,101243,2025-05-10,27.55,Paid,False
509862,101243,2025-06-10,27.55,Failed,False
509863,101243,2025-07-10,27.55,Paid,False
509864,101243,2025-08-10,27.55,Paid,False
509865,101243,2025-09-10,27.55,Paid,False
509866,101243,2025-10-10,27.55,Failed,False
509867,101243,2025-11-10,27.55,Paid,False
509868,101243,2025-12-10,27.55,Paid,False
509869,101244,2025-12-01,26.1,Paid,False
509870,101245,2024-10-07,29.0,Paid,False
509871,101245,2024-11-07,29.0,Refunded,True
509872,101245,2024-12-07,29.0,Paid,False
509873,101245,2025-01-07,29.0,Paid,False
509874,101245,2025-02-07,29.0,Paid,False
509875,101245,2025-03-07,29.0,Paid,False
509876,101245,2025-04-07,29.0,Paid,False
509877,101245,2025-05-07,29.0,Paid,False
509878,101245,2025-06-07,29.0,Paid,False
509879,101245,2025-07-07,29.0,Paid,False
509880,101245,2025-08-07,29.0,Refunded,True
509881,101245,2025-09-07,29.0,Paid,False
509882,101245,2025-10-07,29.0,Paid,False
509883,101245,2025-11-07,29.0,Paid,False
509884,101245,2025-12-07,29.0,Paid,False
509885,101246,2024-02-10,29.0,Paid,False
509886,101246,2024-03-10,29.0,Paid,False
509887,101246,2024-04-10,29.0,Paid,False
509888,101246,2024-05-10,29.0,Failed,False
509889,101246,2024-06-10,29.0,Paid,False
509890,101246,2024-07-10,29.0,Failed,False
509891,101246,2024-08-10,29.0,Paid,False
509892,101246,2024-09-10,29.0,Paid,False
509893,101246,2024-10-10,29.0,Paid,False
509894,101246,2024-11-10,29.0,Paid,False
509895,101246,2024-12-10,29.0,Paid,False
509896,101246,2025-01-10,29.0,Paid,False
509897,101246,2025-02-10,29.0,Paid,False
509898,101246,2025-03-10,29.0,Paid,False
509899,101246,2025-04-10,29.0,Paid,False
509900,101246,2025-05-10,29.0,Paid,False
509901,101246,2025-06-10,29.0,Refunded,True
509902,101246,2025-07-10,29.0,Paid,False
509903,101246,2025-08-10,29.0,Paid,False
509904,101246,2025-09-10,29.0,Paid,False
509905,101246,2025-10-10,29.0,Paid,False
509906,101246,2025-11-10,29.0,Paid,False
509907,101246,2025-12-10,29.0,Paid,False
509908,101247,2024-01-01,27.55,Paid,False
509909,101247,2024-02-01,27.55,Paid,False
509910,101247,2024-03-01,27.55,Paid,False
509911,101247,2024-04-01,27.55,Paid,False
509912,101247,2024-05-01,27.55,Paid,False
509913,101247,2024-06-01,27.55,Paid,False
509914,101247,2024-07-01,27.55,Paid,False
509915,101247,2024-08-01,27.55,Paid,False
509916,101247,2024-09-01,27.55,Paid,False
509917,101247,2024-10-01,27.55,Paid,False
509918,101247,2024-11-01,27.55,Paid,False
509919,101247,2024-12-01,27.55,Failed,False
509920,101247,2025-01-01,27.55,Paid,False
509921,101247,2025-02-01,27.55,Paid,False
509922,101247,2025-03-01,27.55,Paid,False
509923,101247,2025-04-01,27.55,Paid,False
509924,101247,2025-05-01,27.55,Paid,False
509925,101247,2025-06-01,27.55,Paid,False
509926,101247,2025-07-01,27.55,Paid,False
509927,101247,2025-08-01,27.55,Paid,False
509928,101247,2025-09-01,27.55,Paid,False
509929,101247,2025-10-01,27.55,Failed,False
509930,101247,2025-11-01,27.55,Paid,False
509931,101247,2025-12-01,27.55,Paid,False
509932,101248,2024-01-11,75.05,Paid,False
509933,101248,2025-01-11,75.05,Paid,False
509934,101249,2025-02-04,29.0,Paid,False
509935,101249,2025-03-04,29.0,Paid,False
509936,101249,2025-04-04,29.0,Paid,False
509937,101249,2025-05-04,29.0,Paid,False
509938,101249,2025-06-04,29.0,Failed,False
509939,101249,2025-07-04,29.0,Paid,False
509940,101249,2025-08-04,29.0,Refunded,True
509941,101249,2025-09-04,29.0,Paid,False
509942,101249,2025-10-04,29.0,Paid,False
509943,101249,2025-11-04,29.0,Paid,False
509944,101249,2025-12-04,29.0,Paid,False
509945,101250,2025-12-01,29.0,Failed,False
509946,101251,2024-01-01,189.05,Paid,False
509947,101251,2025-01-01,189.05,Paid,False
509948,101252,2025-12-01,29.0,Paid,False
509949,101253,2025-12-01,29.0,Paid,False
509950,101254,2025-06-04,29.0,Failed,False
509951,101254,2025-07-04,29.0,Paid,False
509952,101254,2025-08-04,29.0,Paid,False
509953,101254,2025-09-04,29.0,Paid,False
509954,101254,2025-10-04,29.0,Failed,False
509955,101254,2025-11-04,29.0,Paid,False
509956,101254,2025-12-04,29.0,Paid,False
509957,101255,2024-01-01,169.15,Paid,False
509958,101255,2025-01-01,169.15,Paid,False
509959,101256,2025-11-01,29.0,Paid,False
509960,101256,2025-12-01,29.0,Paid,False
509961,101257,2024-01-01,199.0,Paid,False
509962,101257,2025-01-01,199.0,Paid,False
509963,101258,2024-01-01,79.0,Paid,False
509964,101258,2025-01-01,79.0,Paid,False
509965,101259,2024-01-01,169.15,Paid,False
509966,101259,2025-01-01,169.15,Paid,False
509967,101260,2024-01-01,79.0,Paid,False
509968,101260,2025-01-01,79.0,Paid,False
509969,101261,2025-11-01,27.55,Paid,False
509970,101261,2025-12-01,27.55,Paid,False
509971,101262,2025-11-01,29.0,Paid,False
509972,101262,2025-12-01,29.0,Paid,False
509973,101263,2025-01-05,27.55,Paid,False
509974,101263,2025-02-05,27.55,Paid,False
509975,101263,2025-03-05,27.55,Paid,False
509976,101263,2025-04-05,27.55,Paid,False
509977,101263,2025-05-05,27.55,Paid,False
509978,101263,2025-06-05,27.55,Paid,False
509979,101263,2025-07-05,27.55,Paid,False
509980,101263,2025-08-05,27.55,Paid,False
509981,101263,2025-09-05,27.55,Refunded,True
509982,101263,2025-10-05,27.55,Paid,False
509983,101263,2025-11-05,27.55,Paid,False
509984,101263,2025-12-05,27.55,Paid,False
509985,101264,2024-01-01,27.55,Refunded,True
509986,101264,2024-02-01,27.55,Paid,False
509987,101264,2024-03-01,27.55,Paid,False
509988,101264,2024-04-01,27.55,Paid,False
509989,101264,2024-05-01,27.55,Paid,False
509990,101264,2024-06-01,27.55,Refunded,True
509991,101264,2024-07-01,27.55,Paid,False
509992,101264,2024-08-01,27.55,Paid,False
509993,101264,2024-09-01,27.55,Paid,False
509994,101264,2024-10-01,27.55,Paid,False
509995,101264,2024-11-01,27.55,Paid,False
509996,101264,2024-12-01,27.55,Paid,False
509997,101264,2025-01-01,27.55,Paid,False
509998,101264,2025-02-01,27.55,Paid,False
509999,101264,2025-03-01,27.55,Paid,False
510000,101264,2025-04-01,27.55,Paid,False
510001,101264,2025-05-01,27.55,Paid,False
510002,101264,2025-06-01,27.55,Paid,False
510003,101264,2025-07-01,27.55,Paid,False
510004,101264,2025-08-01,27.55,Paid,False
510005,101264,2025-09-01,27.55,Paid,False
510006,101264,2025-10-01,27.55,Paid,False
510007,101264,2025-11-01,27.55,Paid,False
510008,101264,2025-12-01,27.55,Paid,False
510009,101265,2024-01-01,199.0,Paid,False
510010,101265,2025-01-01,199.0,Paid,False
510011,101266,2024-01-01,79.0,Paid,False
510012,101266,2025-01-01,79.0,Paid,False
510013,101267,2025-09-02,29.0,Paid,False
510014,101267,2025-10-02,29.0,Paid,False
510015,101267,2025-11-02,29.0,Paid,False
510016,101267,2025-12-02,29.0,Failed,False
510017,101268,2024-01-01,199.0,Paid,False
510018,101268,2025-01-01,199.0,Paid,False
510019,101269,2024-01-01,75.05,Paid,False
510020,101269,2025-01-01,75.05,Paid,False
510021,101270,2024-01-01,199.0,Paid,False
510022,101270,2025-01-01,199.0,Paid,False
510023,101271,2024-01-01,199.0,Paid,False
510024,101271,2025-01-01,199.0,Paid,False
510025,101272,2024-01-01,79.0,Paid,False
510026,101272,2025-01-01,79.0,Paid,False
510027,101273,2025-08-03,29.0,Paid,False
510028,101273,2025-09-03,29.0,Paid,False
510029,101273,2025-10-03,29.0,Paid,False
510030,101273,2025-11-03,29.0,Paid,False
510031,101273,2025-12-03,29.0,Paid,False
510032,101274,2024-01-01,29.0,Paid,False
510033,101274,2024-02-01,29.0,Paid,False
510034,101274,2024-03-01,29.0,Paid,False
510035,101274,2024-04-01,29.0,Paid,False
510036,101274,2024-05-01,29.0,Paid,False
510037,101274,2024-06-01,29.0,Paid,False
510038,101274,2024-07-01,29.0,Paid,False
510039,101274,2024-08-01,29.0,Paid,False
510040,101274,2024-09-01,29.0,Paid,False
510041,101274,2024-10-01,29.0,Failed,False
510042,101274,2024-11-01,29.0,Paid,False
510043,101274,2024-12-01,29.0,Paid,False
510044,101274,2025-01-01,29.0,Paid,False
510045,101274,2025-02-01,29.0,Paid,False
510046,101274,2025-03-01,29.0,Paid,False
510047,101274,2025-04-01,29.0,Paid,False
510048,101274,2025-05-01,29.0,Paid,False
510049,101274,2025-06-01,29.0,Paid,False
510050,101274,2025-07-01,29.0,Paid,False
510051,101274,2025-08-01,29.0,Paid,False
510052,101274,2025-09-01,29.0,Paid,False
510053,101274,2025-10-01,29.0,Paid,False
510054,101274,2025-11-01,29.0,Paid,False
510055,101274,2025-12-01,29.0,Paid,False
510056,101275,2024-01-01,199.0,Refunded,True
510057,101275,2025-01-01,199.0,Refunded,True
510058,101276,2024-01-01,199.0,Paid,False
510059,101276,2025-01-01,199.0,Paid,False
510060,101277,2024-01-01,199.0,Paid,False
510061,101277,2025-01-01,199.0,Paid,False
510062,101278,2024-01-01,199.0,Paid,False
510063,101278,2025-01-01,199.0,Paid,False
510064,101279,2024-01-01,75.05,Paid,False
510065,101279,2025-01-01,75.05,Paid,False
510066,101280,2024-01-01,71.1,Paid,False
510067,101280,2025-01-01,71.1,Refunded,True
510068,101281,2024-01-01,189.05,Paid,False
510069,101281,2025-01-01,189.05,Failed,False
510070,101282,2024-01-01,67.15,Paid,False
510071,101282,2025-01-01,67.15,Paid,False
510072,101283,2025-12-01,26.1,Paid,False
510073,101284,2024-01-01,199.0,Paid,False
510074,101284,2025-01-01,199.0,Paid,False
510075,101285,2024-01-01,199.0,Paid,False
510076,101285,2025-01-01,199.0,Paid,False
510077,101286,2025-06-04,29.0,Paid,False
510078,101286,2025-07-04,29.0,Paid,False
510079,101286,2025-08-04,29.0,Paid,False
510080,101286,2025-09-04,29.0,Paid,False
510081,101286,2025-10-04,29.0,Paid,False
510082,101286,2025-11-04,29.0,Paid,False
510083,101286,2025-12-04,29.0,Paid,False
510084,101287,2025-12-01,79.0,Paid,False
510085,101288,2024-01-01,24.65,Paid,False
510086,101288,2024-02-01,24.65,Paid,False
510087,101288,2024-03-01,24.65,Failed,False
510088,101288,2024-04-01,24.65,Paid,False
510089,101288,2024-05-01,24.65,Paid,False
510090,101288,2024-06-01,24.65,Paid,False
510091,101288,2024-07-01,24.65,Paid,False
510092,101288,2024-08-01,24.65,Paid,False
510093,101288,2024-09-01,24.65,Paid,False
510094,101288,2024-10-01,24.65,Paid,False
510095,101288,2024-11-01,24.65,Paid,False
510096,101288,2024-12-01,24.65,Paid,False
510097,101288,2025-01-01,24.65,Paid,False
510098,101288,2025-02-01,24.65,Paid,False
510099,101288,2025-03-01,24.65,Paid,False
510100,101288,2025-04-01,24.65,Paid,False
510101,101288,2025-05-01,24.65,Paid,False
510102,101288,2025-06-01,24.65,Paid,False
510103,101288,2025-07-01,24.65,Paid,False
510104,101288,2025-08-01,24.65,Paid,False
510105,101288,2025-09-01,24.65,Paid,False
510106,101288,2025-10-01,24.65,Paid,False
510107,101288,2025-11-01,24.65,Paid,False
510108,101288,2025-12-01,24.65,Paid,False
510109,101289,2024-01-01,199.0,Paid,False
510110,101289,2025-01-01,199.0,Paid,False
510111,101290,2024-01-01,75.05,Paid,False
510112,101290,2025-01-01,75.05,Paid,False
510113,101291,2024-01-01,199.0,Paid,False
510114,101291,2025-01-01,199.0,Paid,False
510115,101292,2025-05-05,24.65,Paid,False
510116,101292,2025-06-05,24.65,Paid,False
510117,101292,2025-07-05,24.65,Paid,False
510118,101292,2025-08-05,24.65,Paid,False
510119,101292,2025-09-05,24.65,Failed,False
510120,101292,2025-10-05,24.65,Paid,False
510121,101292,2025-11-05,24.65,Paid,False
510122,101292,2025-12-05,24.65,Paid,False
510123,101293,2024-01-01,189.05,Paid,False
510124,101293,2025-01-01,189.05,Paid,False
510125,101294,2024-01-01,199.0,Paid,False
510126,101294,2025-01-01,199.0,Paid,False
510127,101295,2025-07-04,29.0,Paid,False
510128,101295,2025-08-04,29.0,Paid,False
510129,101295,2025-09-04,29.0,Paid,False
510130,101295,2025-10-04,29.0,Paid,False
510131,101295,2025-11-04,29.0,Paid,False
510132,101295,2025-12-04,29.0,Failed,False
510133,101296,2024-01-01,179.1,Paid,False
510134,101296,2025-01-01,179.1,Paid,False
510135,101297,2024-05-10,26.1,Paid,False
510136,101297,2024-06-10,26.1,Paid,False
510137,101297,2024-07-10,26.1,Paid,False
510138,101297,2024-08-10,26.1,Paid,False
510139,101297,2024-09-10,26.1,Paid,False
510140,101297,2024-10-10,26.1,Failed,False
510141,101297,2024-11-10,26.1,Paid,False
510142,101297,2024-12-10,26.1,Paid,False
510143,101297,2025-01-10,26.1,Paid,False
510144,101297,2025-02-10,26.1,Paid,False
510145,101297,2025-03-10,26.1,Paid,False
510146,101297,2025-04-10,26.1,Paid,False
510147,101297,2025-05-10,26.1,Paid,False
510148,101297,2025-06-10,26.1,Refunded,True
510149,101297,2025-07-10,26.1,Paid,False
510150,101297,2025-08-10,26.1,Paid,False
510151,101297,2025-09-10,26.1,Paid,False
510152,101297,2025-10-10,26.1,Paid,False
510153,101297,2025-11-10,26.1,Paid,False
510154,101297,2025-12-10,26.1,Paid,False
510155,101298,2025-08-03,27.55,Paid,False
510156,101298,2025-09-03,27.55,Paid,False
510157,101298,2025-10-03,27.55,Paid,False
510158,101298,2025-11-03,27.55,Paid,False
510159,101298,2025-12-03,27.55,Paid,False
510160,101299,2024-01-11,75.05,Paid,False
510161,101299,2025-01-11,75.05,Paid,False
510162,101300,2025-02-04,29.0,Paid,False
510163,101300,2025-03-04,29.0,Paid,False
510164,101300,2025-04-04,29.0,Paid,False
510165,101300,2025-05-04,29.0,Paid,False
510166,101300,2025-06-04,29.0,Failed,False
510167,101300,2025-07-04,29.0,Paid,False
510168,101300,2025-08-04,29.0,Paid,False
510169,101300,2025-09-04,29.0,Paid,False
510170,101300,2025-10-04,29.0,Paid,False
510171,101300,2025-11-04,29.0,Paid,False
510172,101300,2025-12-04,29.0,Refunded,True
510173,101301,2024-01-01,199.0,Paid,False
510174,101301,2025-01-01,199.0,Paid,False
510175,101302,2024-01-01,179.1,Paid,False
510176,101302,2025-01-01,179.1,Paid,False
510177,101303,2024-01-01,199.0,Paid,False
510178,101303,2025-01-01,199.0,Paid,False
510179,101304,2024-01-01,199.0,Paid,False
510180,101304,2025-01-01,199.0,Paid,False
510181,101305,2024-10-07,29.0,Paid,False
510182,101305,2024-11-07,29.0,Paid,False
510183,101305,2024-12-07,29.0,Paid,False
510184,101305,2025-01-07,29.0,Paid,False
510185,101305,2025-02-07,29.0,Paid,False
510186,101305,2025-03-07,29.0,Paid,False
510187,101305,2025-04-07,29.0,Paid,False
510188,101305,2025-05-07,29.0,Paid,False
510189,101305,2025-06-07,29.0,Paid,False
510190,101305,2025-07-07,29.0,Paid,False
510191,101305,2025-08-07,29.0,Paid,False
510192,101305,2025-09-07,29.0,Paid,False
510193,101305,2025-10-07,29.0,Paid,False
